None,22.3,23.6,75_0,0.2781|None|0.2623|None|0.2794|0.2619|0.2857|0.3085|0.3049|0.3032|0.2944|0.284|0.2818|0.252,0.0104|None|0.0104|None|0.0104|0.0104|0.0099|0.0104|0.0104|0.0099|0.0099|0.0099|0.0104|0.0104,0.462|None|0.463|None|0.463|0.4639|0.4639|0.463|0.4639|0.4639|0.4639|0.4639|0.4639|0.4639,0.0365|None|0.0365|None|0.0359|0.0359|0.037|0.0359|0.0359|0.0359|0.0359|0.0359|0.0359|0.0359,0.0824|None|0.0815|None|0.0815|0.0815|0.0806|0.0824|0.0815|0.0815|0.0815|0.0815|0.0815|0.0815
None,24.0,24.3,39_1,0.3334|0.3181|None|0.3359,0.0589|0.0589|None|0.0589,0.4806|0.4806|None|0.4806,0.0151|0.0151|None|0.0151,0.0667|0.0667|None|0.0667
None,19.9,20.2,73_0,0.2725|0.2591|0.2682|0.2602,0.6682|0.6688|0.6688|0.6693,0.2037|0.2037|0.2037|0.2046,0.0286|0.0281|0.0281|0.0276,0.087|0.0861|0.0861|0.0852
None,13.1,13.6,74_0,0.2712|None|0.4064|None|0.4828|0.4601,0.0115|None|0.0255|None|0.0349|0.0396,0.3176|None|0.3333|None|0.3426|0.3463,0.0271|None|0.026|None|0.0276|0.0276,0.0667|None|0.0648|None|0.0676|0.0639
None,20.7,25.6,39_0,0.2581|0.2965|0.2718|0.2725|0.3016|0.2694|0.2681|0.2577|0.2752|0.3116|0.3113|0.3062|0.2944|0.2909|0.2893|0.3026|0.3034|0.3123|0.313|0.2956|0.2965|0.2964|0.2899|0.2563|0.2876|0.2819|0.2855|0.2942|0.3093|0.3271|0.342|0.3339|0.2558|0.2572|0.2638|0.3348|0.2687|0.3303|0.3434|0.3206|0.2543|0.2713|0.3651|0.4264|0.2795|0.2715|0.3911|0.2621|None|0.2515,0.0719|0.0719|0.0719|0.0719|0.0719|0.0724|0.0734|0.0589|0.0734|0.0589|0.0594|0.0594|0.0589|0.0589|0.0589|0.0594|0.0594|0.0589|0.0594|0.0594|0.0589|0.0589|0.0589|0.075|0.0589|0.0589|0.0589|0.0589|0.0589|0.0589|0.0589|0.0589|0.075|0.075|0.075|0.0594|0.0734|0.0589|0.0589|0.0734|0.0729|0.074|0.0724|0.074|0.063|0.0583|0.074|0.075|None|0.0609,0.4657|0.4648|0.463|0.463|0.437|0.4648|0.4667|0.4806|0.4667|0.4796|0.4806|0.4806|0.4806|0.4806|0.4806|0.4815|0.4815|0.4815|0.4815|0.4815|0.4806|0.4806|0.4806|0.4685|0.4806|0.4806|0.4806|0.4806|0.4815|0.4815|0.4806|0.4806|0.4685|0.4676|0.4667|0.4815|0.4519|0.4796|0.4796|0.4556|0.4583|0.4639|0.4417|0.4463|0.4787|0.4917|0.462|0.4667|None|0.5028,0.0208|0.0203|0.0208|0.0208|0.0203|0.0208|0.0203|0.0146|0.0208|0.0146|0.0141|0.0141|0.0146|0.0146|0.0146|0.0146|0.0146|0.0151|0.0146|0.0146|0.0151|0.0151|0.0151|0.0182|0.0151|0.0151|0.0151|0.0151|0.0151|0.0151|0.0151|0.0151|0.0177|0.0177|0.0172|0.0146|0.0193|0.0151|0.0156|0.0203|0.0208|0.0198|0.0214|0.0193|0.024|0.0167|0.0198|0.0188|None|0.0151,0.1|0.1019|0.1028|0.0991|0.113|0.0972|0.0963|0.0676|0.0991|0.0694|0.0676|0.0685|0.0667|0.0667|0.0667|0.0667|0.0667|0.0667|0.0667|0.0667|0.0657|0.0667|0.0667|0.0917|0.0667|0.0667|0.0657|0.0657|0.0657|0.0657|0.0676|0.0667|0.0889|0.0898|0.0917|0.0648|0.0972|0.0667|0.0667|0.0907|0.088|0.0898|0.1139|0.1102|0.0769|0.0583|0.0981|0.0954|None|0.0648
None,16.3,25.2,0_2,0.9292|0.9244|0.9193|0.9209|0.9177|0.9209|0.932|0.9356|0.9298|0.9288|0.9303|0.9272|0.9274|0.9267|0.9241|0.9238|0.9118|0.9025|0.9192|0.9186|0.9188|0.9235|0.9236|0.9176|0.9232|0.9223|0.9226|0.9186|0.9182|0.9202|0.9206|0.9222|0.9218|0.9237|0.9185|0.9155|0.9254|0.9224|0.9234|0.9179|0.9166|0.9171|0.9151|0.9101|0.911|0.9118|0.9114|0.9072|0.9085|0.9043|0.9167|0.9206|0.917|0.9124|0.9157|0.9155|0.9113|0.9073|0.9108|0.9103|0.9099|0.9093|0.9101|0.9122|0.9178|0.9193|0.9174|0.916|0.9136|0.9141|0.9102|0.9086|0.9048|0.9041|0.9093|0.9103|0.9079|0.9069|0.9065|0.9055|0.9122|0.9103|0.9103|0.9242|0.9301|0.9279|0.9346|0.9063|0.9178|0.9153,0.1536|0.1516|0.1526|0.1536|0.1542|0.1542|0.7297|0.7318|0.1536|0.1552|0.7401|0.7411|0.7443|0.7432|0.7448|0.7469|0.1526|0.1609|0.7474|0.7484|0.1547|0.1589|0.1568|0.1583|0.751|0.7516|0.7521|0.751|0.7505|0.1589|0.1573|0.1568|0.7458|0.1578|0.1594|0.1594|0.7448|0.7474|0.7505|0.1573|0.1557|0.1557|0.1552|0.7484|0.1578|0.1583|0.1589|0.1599|0.1594|0.162|0.7484|0.7458|0.7531|0.7531|0.7542|0.7557|0.7552|0.7547|0.7557|0.7552|0.7557|0.7552|0.7552|0.7562|0.7568|0.7568|0.7562|0.7568|0.7568|0.7557|0.7552|0.7557|0.7557|0.1745|0.7557|0.7557|0.1734|0.7562|0.1771|0.7578|0.175|0.7573|0.7578|0.1734|0.1682|0.1646|0.1672|0.7547|0.1682|0.7604,0.2593|0.2574|0.2556|0.2556|0.2481|0.2509|0.1426|0.1472|0.2435|0.2481|0.137|0.1361|0.1343|0.1352|0.1352|0.1352|0.3278|0.3361|0.1333|0.1296|0.3491|0.3546|0.35|0.3481|0.1361|0.1352|0.1361|0.137|0.1324|0.3556|0.3528|0.3574|0.1333|0.3556|0.3546|0.3481|0.1315|0.1324|0.1343|0.3463|0.3481|0.3463|0.3481|0.1315|0.3509|0.3491|0.3481|0.3435|0.3454|0.3472|0.1343|0.1352|0.1343|0.1333|0.1324|0.1343|0.1343|0.1333|0.1343|0.1343|0.1352|0.1361|0.1333|0.1343|0.1343|0.1361|0.1361|0.1333|0.1343|0.1343|0.1343|0.1343|0.1324|0.3426|0.1333|0.1333|0.3435|0.1324|0.3407|0.1324|0.337|0.1324|0.1333|0.3269|0.3074|0.2935|0.2815|0.1343|0.2241|0.1352,0.2411|0.2438|0.2438|0.2411|0.2411|0.2385|0.1583|0.1604|0.2365|0.2307|0.1568|0.1568|0.1536|0.1562|0.1557|0.1542|0.2286|0.226|0.1562|0.1547|0.2391|0.2349|0.237|0.2354|0.1536|0.1531|0.1542|0.1578|0.1578|0.2375|0.238|0.2391|0.1646|0.2375|0.2354|0.2354|0.1656|0.1625|0.1589|0.237|0.2375|0.237|0.238|0.1573|0.2349|0.2349|0.2339|0.2333|0.2339|0.2339|0.1542|0.1568|0.15|0.1495|0.1484|0.1469|0.1474|0.1484|0.1474|0.1474|0.1464|0.1464|0.1464|0.1448|0.1443|0.1443|0.1448|0.1443|0.1448|0.1464|0.1464|0.1458|0.1469|0.226|0.1479|0.1479|0.2271|0.1474|0.2224|0.1464|0.2224|0.1464|0.1458|0.2203|0.2281|0.2255|0.2182|0.149|0.2021|0.1448,0.6037|0.6065|0.6102|0.6093|0.6185|0.6139|0.7259|0.7185|0.6269|0.6185|0.7269|0.7296|0.7296|0.7278|0.7306|0.7296|0.5352|0.5269|0.7324|0.7333|0.5148|0.5093|0.5148|0.5176|0.7296|0.7306|0.7306|0.7296|0.7343|0.5074|0.512|0.5074|0.7287|0.5083|0.5074|0.5148|0.7278|0.7287|0.7278|0.5185|0.5157|0.5176|0.5167|0.7296|0.5157|0.5176|0.5185|0.5231|0.5213|0.5194|0.7269|0.7259|0.7259|0.7269|0.7287|0.7269|0.7269|0.7278|0.7269|0.7287|0.7278|0.7269|0.7287|0.7287|0.7278|0.7259|0.7269|0.7296|0.7287|0.7296|0.7296|0.7287|0.7306|0.5241|0.7306|0.7296|0.5231|0.7306|0.5259|0.7324|0.5278|0.7306|0.7296|0.537|0.5593|0.5713|0.5824|0.7306|0.6454|0.7296
None,25.2,25.6,39_1,0.409|None|0.2693|None|0.2619,0.074|None|0.0599|None|0.075,0.4593|None|0.4963|None|0.4704,0.0193|None|0.0156|None|0.0198,0.0944|None|0.063|None|0.0981
None,20.3,21.2,0_3,0.9232|0.9229|0.9215|0.9139|0.9115|0.922|0.9194|0.916|0.9108|0.9153,0.75|0.7474|0.7437|0.1557|0.751|0.751|0.7542|0.7547|0.7479|0.7484,0.1333|0.1306|0.1306|0.3491|0.1343|0.137|0.1352|0.1352|0.1343|0.1352,0.1583|0.1599|0.163|0.237|0.1526|0.1521|0.15|0.149|0.1557|0.1552,0.7278|0.7315|0.7315|0.5157|0.7259|0.7213|0.7241|0.7259|0.7287|0.7259
None,26.0,27.5,39_0,0.2814|None|0.2648|0.2611|0.3543|0.2871|0.2859|0.2638|0.2802|None|0.2715|0.2993|0.3142|0.3214|0.3024|0.2949,0.0625|None|0.0786|0.063|0.0802|0.0641|0.0641|0.0641|0.0802|None|0.0807|0.0807|0.0802|0.0807|0.0807|0.0807,0.5046|None|0.4806|0.5046|0.4639|0.5037|0.5037|0.5037|0.4667|None|0.4676|0.4667|0.4667|0.4657|0.4667|0.4676,0.0146|None|0.0203|0.0161|0.0193|0.0156|0.0156|0.0156|0.0203|None|0.0203|0.0203|0.0208|0.0203|0.0203|0.0203,0.0648|None|0.1111|0.0648|0.1046|0.0648|0.0639|0.063|0.0991|None|0.0954|0.0972|0.0981|0.1019|0.1019|0.1009
None,15.9,27.5,58_0,0.2986|0.3465|0.271|0.2625|0.2984|0.2764|None|0.312|0.2898|0.315|0.2917|0.3346|0.3683|0.4041|0.3424|0.367|0.4435|0.4035|0.4194|0.4308|0.3269|0.3147|0.4343|0.4433|0.344|0.4252|0.395|0.4757|0.3561|0.3777|0.4252|0.4478|0.4646|0.5232|0.4919|0.4868|0.4997|0.4705|0.497|0.4675|0.4398|0.3896|0.3394|0.3319|0.3797|0.4005|0.4298|0.4879|0.501|0.5126|0.5171|0.5535|0.603|0.5638|0.5679|0.5551|0.4756|0.4375|0.4128|0.4026|0.3956|0.4241|0.4062|0.4737|0.4586|0.4058|0.4411|0.4253|0.4295|0.4397|0.4825|0.4895|0.514|0.4902|0.477|0.472|0.4641|0.4266|0.3599|0.4023|0.4606|0.4733|0.4977|0.4336|0.4426|0.4827|0.5111|0.5062|0.5271|0.3771|0.2815|0.3232|0.5482|None|0.3063|0.4017|0.4497|0.3193|0.5316|0.4295|0.4256|0.4429|0.4175|0.4083|0.3639|0.4057|0.3834|0.4013|0.4023|0.429|0.4392|0.4552|0.4605|0.4531|0.3928|0.4082|0.4177,0.0094|0.0109|0.0099|0.0099|0.0099|0.0094|None|0.0094|0.0089|0.0083|0.0083|0.0083|0.0089|0.0083|0.0089|0.0089|0.0094|0.0094|0.0089|0.0083|0.0083|0.0089|0.0089|0.0089|0.0089|0.0083|0.0078|0.0083|0.0083|0.0083|0.0083|0.0083|0.0083|0.0089|0.0094|0.0094|0.0083|0.0089|0.0083|0.0089|0.0083|0.0089|0.0083|0.0089|0.0089|0.0089|0.0089|0.0089|0.0089|0.0094|0.0094|0.0094|0.0094|0.0094|0.0099|0.0099|0.0099|0.0104|0.0104|0.0099|0.0104|0.0104|0.0104|0.0104|0.0104|0.0104|0.0099|0.0104|0.0099|0.0104|0.0099|0.0104|0.0104|0.0104|0.0099|0.0099|0.0104|0.0104|0.0104|0.0104|0.0104|0.0104|0.0104|0.0109|0.0109|0.0115|0.0109|0.0104|0.0104|0.0099|0.0094|0.0104|0.0109|None|0.0104|0.0109|0.013|0.013|0.0135|0.0141|0.0141|0.0135|0.0146|0.0151|0.0161|0.0161|0.0161|0.0167|0.0172|0.0177|0.0177|0.0177|0.0177|0.0177|0.0177|0.0177|0.0177,0.4907|0.4907|0.4898|0.4889|0.4889|0.4889|None|0.4889|0.4889|0.488|0.488|0.488|0.487|0.487|0.4861|0.4861|0.4861|0.4861|0.4833|0.4796|0.4769|0.4741|0.4713|0.4694|0.4685|0.4694|0.4676|0.4657|0.4648|0.4657|0.4657|0.4657|0.4657|0.4657|0.4657|0.4648|0.4648|0.4639|0.4639|0.4639|0.4639|0.4639|0.463|0.463|0.463|0.463|0.463|0.463|0.463|0.462|0.462|0.462|0.462|0.462|0.462|0.462|0.463|0.463|0.463|0.463|0.463|0.463|0.463|0.462|0.462|0.463|0.463|0.463|0.463|0.463|0.463|0.463|0.463|0.4639|0.463|0.463|0.463|0.463|0.463|0.463|0.463|0.463|0.463|0.4639|0.4639|0.4639|0.4639|0.4639|0.4639|0.4648|0.4657|0.4667|0.4694|None|0.475|0.4787|0.4824|0.4833|0.4833|0.4852|0.4861|0.4852|0.4852|0.4861|0.4861|0.4861|0.4852|0.4843|0.4843|0.4843|0.4852|0.4852|0.4852|0.4852|0.4861|0.4861|0.4861,0.038|0.0359|0.037|0.037|0.0365|0.0375|None|0.0375|0.0385|0.0385|0.0385|0.0385|0.038|0.0385|0.0375|0.0375|0.0365|0.0375|0.0375|0.0391|0.0385|0.0359|0.0375|0.0375|0.0385|0.0396|0.0401|0.0391|0.0391|0.0385|0.0385|0.0391|0.0391|0.0385|0.0375|0.0375|0.0391|0.038|0.0385|0.037|0.0375|0.0375|0.0385|0.038|0.0385|0.0385|0.0385|0.038|0.038|0.038|0.038|0.038|0.038|0.038|0.0375|0.037|0.037|0.0365|0.037|0.038|0.0375|0.0375|0.0375|0.037|0.037|0.0365|0.0375|0.037|0.037|0.0365|0.0375|0.0365|0.0365|0.0359|0.0365|0.0365|0.0365|0.0365|0.0365|0.0359|0.0365|0.0365|0.0365|0.0359|0.0359|0.0354|0.0359|0.037|0.037|0.037|0.0375|0.0365|0.0365|None|0.0365|0.037|0.0349|0.0349|0.0349|0.0354|0.0359|0.0375|0.0359|0.0359|0.0354|0.0354|0.0365|0.0365|0.0365|0.0365|0.0365|0.0365|0.0365|0.0365|0.037|0.0375|0.037,0.0796|0.0806|0.0815|0.0824|0.0833|0.0824|None|0.0815|0.0796|0.0806|0.0806|0.0806|0.0815|0.0815|0.0824|0.0824|0.0824|0.0806|0.0806|0.0824|0.0843|0.0806|0.0815|0.0815|0.0815|0.0815|0.0787|0.0815|0.0815|0.0806|0.0806|0.0796|0.0796|0.0796|0.0796|0.0806|0.0796|0.0796|0.0796|0.0806|0.0806|0.0806|0.0806|0.0806|0.0806|0.0806|0.0806|0.0815|0.0815|0.0824|0.0815|0.0815|0.0824|0.0815|0.0815|0.0815|0.0806|0.0806|0.0787|0.0769|0.0769|0.0787|0.0787|0.0796|0.0806|0.0796|0.0796|0.0787|0.0806|0.0806|0.0806|0.0806|0.0806|0.0806|0.0815|0.0806|0.0806|0.0806|0.0806|0.0806|0.0806|0.0806|0.0815|0.0787|0.0787|0.0787|0.0796|0.0787|0.0796|0.0796|0.0815|0.0833|0.0806|None|0.0824|0.0815|0.0815|0.0824|0.0824|0.0806|0.0796|0.0824|0.0824|0.0815|0.0806|0.0815|0.0815|0.0815|0.0815|0.0815|0.0806|0.0806|0.0806|0.0806|0.0787|0.0796|0.0796
None,26.3,26.7,39_1,0.3368|None|0.371|0.4208|0.3948,0.0797|None|0.0813|0.0812|0.0807,0.4657|None|0.4639|0.4639|0.4648,0.0198|None|0.0177|0.0182|0.0193,0.1046|None|0.1046|0.1009|0.0991
None,7.0,7.2,67_0,0.3164|0.3221|0.254,0.5135|0.5125|0.5125,0.8148|0.8157|0.8167,0.0385|0.0375|0.0354,0.0528|0.0519|0.0519
None,29.2,29.6,39_0,0.2651|0.26|0.3023|None|0.3006,0.7099|0.7125|0.6797|None|0.6401,0.4796|0.5157|0.4815|None|0.4731,0.0224|0.0229|0.0224|None|0.0229,0.1111|0.0759|0.1074|None|0.1259
None,31.6,31.9,39_0,0.2689|0.331|0.3818|0.3094,0.4984|0.4979|0.4974|0.4995,0.4667|0.4657|0.4639|0.5102,0.0214|0.0219|0.0229|0.0188,0.1157|0.1185|0.1222|0.0843
None,32.3,32.5,39_0,0.3181|0.3343|0.2639,0.4969|0.4969|0.499,0.462|0.462|0.512,0.0234|0.0234|0.0193,0.1269|0.1269|0.0852
None,33.6,34.8,39_0,0.5575|0.2661|0.2516|0.4479|0.2608|0.3498|0.3727|0.3733|0.3373|0.3163|0.351|0.2794|0.2617,0.0359|0.5172|0.5172|0.0365|0.4984|0.4984|0.0365|0.0359|0.0365|0.4984|0.038|0.0385|0.5234,0.412|0.5111|0.5111|0.413|0.4685|0.4685|0.4139|0.412|0.413|0.4694|0.4167|0.4167|0.5148,0.0146|0.024|0.0245|0.0151|0.0224|0.0224|0.0146|0.0167|0.0146|0.0234|0.0146|0.0151|0.0229,0.0796|0.0907|0.0898|0.0778|0.1176|0.1167|0.0759|0.0759|0.0769|0.1176|0.075|0.0759|0.0741
None,33.7,34.4,39_1,0.5329|0.4373|None|0.4457|0.3792|0.3742|0.402|0.3615,0.0365|0.0365|None|0.0365|0.0365|0.4979|0.4979|0.4984,0.4102|0.413|None|0.413|0.4139|0.4685|0.4694|0.4694,0.0156|0.0151|None|0.0151|0.0146|0.0229|0.0234|0.0229,0.0815|0.0778|None|0.0769|0.0759|0.1176|0.1167|0.1176
