None,21.9,23.3,39_3,0.7802|0.7733|0.776|0.7773|0.7728|0.84|0.7663|0.7801|0.8368|0.8088|0.7796|0.8076|0.7704|0.847|0.843,0.3922|0.3922|0.3922|0.3922|0.3922|0.457|0.3922|0.3922|0.3938|0.3938|0.393|0.3938|0.3922|0.4563|0.4563,0.6236|0.6236|0.6236|0.6292|0.6264|0.6306|0.6306|0.6319|0.6444|0.6403|0.6333|0.6444|0.6333|0.6403|0.6403,0.0648|0.0648|0.0656|0.0656|0.0648|0.0586|0.0648|0.0648|0.0633|0.0641|0.0648|0.0641|0.0648|0.0602|0.0594,0.3694|0.3694|0.3694|0.3639|0.3667|0.3639|0.3639|0.3625|0.3514|0.3528|0.3611|0.3486|0.3625|0.3542|0.3528
None,21.9,23.1,39_4,0.8471|0.841|0.8383|0.8437|0.838|None|0.8468|0.8485|0.8412|0.843|0.8402|0.8413|0.8444,0.457|0.4563|0.457|0.457|0.457|None|0.457|0.457|0.4563|0.457|0.457|0.4562|0.4555,0.625|0.6278|0.6264|0.6292|0.6306|None|0.6319|0.6292|0.6319|0.6319|0.6319|0.6431|0.6389,0.0594|0.0602|0.0586|0.0586|0.0586|None|0.0578|0.0586|0.0594|0.0586|0.0586|0.0609|0.0609,0.3681|0.3667|0.3681|0.3653|0.3625|None|0.3639|0.3653|0.3625|0.3611|0.3625|0.3514|0.3556
None,25.0,26.4,0_3,0.8765|0.8412|0.8712|0.849|0.829|0.8221|0.761|0.7903|0.6063|0.8498|0.8288|0.8389|None|0.7854|0.539,0.5562|0.5555|0.5539|0.5539|0.5547|0.5563|0.557|0.5586|0.2586|0.5586|0.557|0.5562|None|0.5453|0.2578,0.4986|0.4986|0.4958|0.4944|0.4931|0.4917|0.4917|0.4917|0.4944|0.4944|0.5014|0.5056|None|0.5264|0.4931,0.1258|0.1258|0.1242|0.1219|0.1187|0.1148|0.118|0.1148|0.1086|0.1219|0.1242|0.1234|None|0.1305|0.1141,0.3972|0.3958|0.3986|0.3958|0.3986|0.4014|0.4722|0.4|0.2208|0.3972|0.3903|0.2833|None|0.2625|0.2306
None,24.3,25.9,60_0,0.3235|0.3064|0.2576|None|0.2999|0.2944|0.319|0.4219|0.4177|0.3001|0.2807|0.357|0.3071|0.2668|0.2891|None|0.251,0.0094|0.0094|0.0078|None|0.0094|0.0109|0.3617|0.3609|0.3594|0.3602|0.3648|0.3648|0.3617|0.3594|0.3633|None|0.3617,0.6389|0.6319|0.6125|None|0.6292|0.6444|0.5319|0.5347|0.5403|0.5375|0.5569|0.5542|0.5361|0.5361|0.5514|None|0.5444,0.2562|0.257|0.2531|None|0.2484|0.2391|0.2594|0.2594|0.2594|0.2586|0.2609|0.2602|0.2555|0.2641|0.2656|None|0.2672,0.3514|0.3556|0.3708|None|0.3625|0.3556|0.4444|0.4486|0.4333|0.4417|0.4319|0.4347|0.4417|0.4306|0.4292|None|0.4347
None,27.5,30.3,56_0,0.2714|0.312|0.2604|0.3017|0.276|0.4515|0.2832|0.4981|0.2819|0.2975|None|0.4348|0.4718|0.4939|0.5048|0.4817|0.4601|0.4402|0.8134|0.8318|0.7766|0.7684|0.8032|0.8155|0.8078|0.7541|0.6452|0.5087|0.3373,0.6844|0.6836|0.5281|0.5281|0.5281|0.6844|0.5281|0.6844|0.5289|0.5289|None|0.6836|0.6836|0.6828|0.6828|0.6828|0.6828|0.6828|0.0055|0.0055|0.0055|0.0055|0.0055|0.0055|0.0062|0.0062|0.0039|0.0016|0.0055,0.7819|0.7806|0.525|0.5264|0.525|0.7819|0.525|0.7819|0.5264|0.5264|None|0.7875|0.7861|0.7861|0.7861|0.7861|0.7861|0.7861|0.5556|0.5611|0.5653|0.5667|0.5694|0.5708|0.5722|0.5722|0.5722|0.5736|0.575,0.0898|0.0922|0.0609|0.0594|0.057|0.0898|0.0531|0.0891|0.0523|0.0531|None|0.0898|0.0898|0.0906|0.0906|0.0906|0.0906|0.0906|0.2539|0.257|0.2617|0.2617|0.2586|0.2586|0.2594|0.2617|0.2711|0.2797|0.2867,0.1125|0.1153|0.1278|0.125|0.1264|0.1125|0.1222|0.1125|0.1208|0.1208|None|0.1083|0.1083|0.1083|0.1083|0.1083|0.1083|0.1083|0.4333|0.4264|0.4222|0.4181|0.4181|0.4181|0.4194|0.4153|0.4139|0.4236|0.4208
None,27.7,28.4,56_1,0.3697|0.3532|0.4136|None|0.4999|None|0.5019|0.4857,0.6852|0.6852|0.6844|None|0.6844|None|0.6844|0.6852,0.7806|0.7792|0.7833|None|0.7819|None|0.7833|0.7833,0.0891|0.0891|0.0898|None|0.0898|None|0.0898|0.0891,0.1139|0.1153|0.1111|None|0.1125|None|0.1111|0.1111
None,20.1,29.2,0_1,0.5463|0.5597|0.4755|0.557|0.5304|0.3784|0.4798|0.5782|0.6551|0.5622|0.5336|0.536|0.5301|0.5163|0.5434|0.4998|0.5496|0.5496|0.835|0.8296|0.7985|0.4922|0.6957|0.4842|0.47|0.5712|0.7579|0.694|0.7602|0.7619|0.6817|0.7188|0.721|0.6862|0.7313|0.8057|0.835|0.8059|0.774|0.8323|0.7573|0.7088|0.734|0.8193|0.6778|0.7176|0.715|0.7098|0.6104|0.5286|0.4517|0.4675|0.4604|0.5329|0.4982|0.4917|0.47|0.4801|0.6104|0.4335|0.4003|0.5938|0.3927|0.4529|0.5609|0.4561|0.4573|0.5378|0.4427|0.4015|0.5258|0.2874|0.3977|0.4443|0.4036|0.4201|0.4155|0.4126|0.4255|0.4522|0.4644|0.4183|0.3938|0.4159|0.325|0.452|0.4251|0.3699|0.3192|0.3792|0.4029|0.3885,0.2195|0.2187|0.2156|0.2164|0.2211|0.1922|0.2148|0.2156|0.2164|0.2188|0.2227|0.1922|0.193|0.193|0.2234|0.2219|0.2195|0.2203|0.4961|0.4977|0.4977|0.243|0.4984|0.2344|0.2453|0.2469|0.4977|0.2086|0.1516|0.1039|0.4961|0.4961|0.4969|0.0984|0.1125|0.1164|0.0883|0.0781|0.0695|0.0719|0.0664|0.0883|0.0906|0.1266|0.5|0.1734|0.1727|0.1641|0.2578|0.2641|0.2461|0.5992|0.2352|0.2539|0.2766|0.2734|0.275|0.6047|0.2734|0.6047|0.6039|0.2578|0.2656|0.6023|0.257|0.6031|0.6031|0.2586|0.6031|0.6|0.2594|0.2187|0.5453|0.6008|0.6|0.6008|0.6016|0.6023|0.6031|0.2016|0.2008|0.2016|0.2031|0.6008|0.2305|0.6055|0.6039|0.6063|0.6062|0.2281|0.6063|0.6055,0.6528|0.6528|0.6528|0.6431|0.65|0.4958|0.5917|0.6264|0.6444|0.6444|0.65|0.4958|0.4944|0.4944|0.6417|0.6167|0.6167|0.6167|0.1208|0.1208|0.1194|0.1056|0.1292|0.1028|0.1097|0.1069|0.1292|0.1083|0.0972|0.1014|0.1278|0.1292|0.1278|0.1014|0.1028|0.1014|0.0972|0.0944|0.1028|0.1083|0.1153|0.1125|0.1111|0.1111|0.1208|0.1278|0.1333|0.1222|0.4931|0.6264|0.6194|0.0569|0.6208|0.6236|0.6361|0.6264|0.6292|0.0611|0.6167|0.0639|0.0639|0.4944|0.6028|0.05|0.4931|0.05|0.05|0.4944|0.0458|0.0514|0.4944|0.5708|0.5542|0.0556|0.0556|0.0597|0.0611|0.0611|0.0583|0.6125|0.6056|0.6069|0.6153|0.0583|0.6181|0.0625|0.0639|0.0625|0.0597|0.6139|0.0625|0.0639,0.2289|0.2273|0.2258|0.2375|0.2414|0.1234|0.2438|0.2383|0.232|0.2266|0.2234|0.1297|0.1289|0.1227|0.2234|0.2156|0.2234|0.2234|0.3508|0.3508|0.3523|0.2391|0.3531|0.2484|0.2352|0.2336|0.3547|0.2727|0.3383|0.3984|0.3562|0.3578|0.3562|0.4|0.3844|0.3789|0.407|0.4187|0.4297|0.4258|0.4313|0.4055|0.4023|0.3648|0.3555|0.3117|0.307|0.3148|0.1133|0.175|0.2008|0.0742|0.2125|0.1961|0.1773|0.1797|0.1766|0.0703|0.175|0.0695|0.0703|0.1148|0.1352|0.0719|0.1187|0.0711|0.0711|0.118|0.0719|0.075|0.1125|0.1891|0.1375|0.075|0.0758|0.0742|0.0734|0.0727|0.0719|0.2258|0.2266|0.2297|0.2227|0.0742|0.1977|0.068|0.0688|0.0672|0.0664|0.1648|0.0656|0.0656,0.3458|0.3444|0.3431|0.3542|0.3472|0.2583|0.4069|0.3722|0.3542|0.3542|0.35|0.2597|0.2653|0.2486|0.3569|0.3819|0.3819|0.3806|0.8542|0.8542|0.8556|0.7167|0.8403|0.7139|0.7|0.7042|0.8472|0.6819|0.725|0.6986|0.8431|0.8417|0.8431|0.7278|0.7222|0.7222|0.7181|0.7292|0.7389|0.7167|0.7097|0.7056|0.7153|0.6903|0.8667|0.6847|0.7611|0.8375|0.2347|0.3694|0.375|0.4833|0.375|0.3708|0.3597|0.3694|0.3667|0.4542|0.3806|0.4444|0.4486|0.2278|0.2361|0.5056|0.2333|0.525|0.5306|0.2375|0.5347|0.525|0.2319|0.275|0.2389|0.4792|0.475|0.4597|0.4528|0.4528|0.4681|0.2542|0.2583|0.2694|0.2611|0.4611|0.2514|0.4569|0.4569|0.4597|0.4722|0.2278|0.4681|0.4694
None,25.0,29.2,0_2,0.6247|0.6224|0.6377|0.639|0.6138|0.6383|0.6191|0.6197|0.5381|0.6228|0.5699|0.5469|0.8401|0.5044|0.525|0.661|0.5049|0.478|None|0.547|0.5218|None|0.4482|0.4761|0.6016|0.6057|0.5993|0.617|0.6276|0.6207|0.5973|0.5943|0.5765|0.5995|0.5821|0.5722|0.552|0.538|0.5455|0.3909|0.5589|0.535|0.5431,0.2586|0.2586|0.2586|0.2586|0.2578|0.2578|0.2578|0.2578|0.2742|0.2586|0.2594|0.2578|0.5453|0.257|0.5461|0.543|0.2578|0.2586|None|0.2586|0.2594|None|0.6031|0.2617|0.2578|0.2555|0.257|0.2578|0.2578|0.2586|0.2586|0.2586|0.2594|0.2594|0.2594|0.2594|0.2594|0.2586|0.2563|0.2422|0.2578|0.2578|0.2586,0.4944|0.4958|0.4944|0.4944|0.4944|0.4944|0.4944|0.4944|0.6306|0.4944|0.4944|0.4931|0.5153|0.4931|0.5389|0.5514|0.4944|0.4944|None|0.4944|0.4944|None|0.0486|0.4931|0.4958|0.4944|0.4944|0.4958|0.4958|0.4958|0.4958|0.4958|0.4944|0.4944|0.4944|0.4958|0.4958|0.4958|0.4944|0.6167|0.4944|0.4944|0.4958,0.1117|0.1125|0.1109|0.1109|0.1109|0.1102|0.1102|0.1117|0.1727|0.1109|0.1102|0.1172|0.1305|0.1133|0.1289|0.1312|0.1156|0.1148|None|0.1164|0.1102|None|0.0719|0.1078|0.1156|0.118|0.118|0.118|0.118|0.1164|0.1141|0.1117|0.1125|0.1133|0.1148|0.1078|0.1055|0.1063|0.1156|0.1492|0.1164|0.1164|0.1039,0.2306|0.2375|0.2361|0.2361|0.2319|0.2292|0.225|0.225|0.3667|0.2194|0.2167|0.2361|0.275|0.2292|0.25|0.2375|0.2319|0.2347|None|0.2375|0.2333|None|0.5222|0.2319|0.2361|0.2347|0.2347|0.2347|0.2333|0.2319|0.2306|0.2278|0.2306|0.2292|0.2333|0.2222|0.2125|0.2167|0.2389|0.2306|0.2333|0.2417|0.2236
None,27.4,29.2,0_3,0.7976|0.8036|0.801|0.8421|0.8539|0.8569|0.8551|0.8529|0.8387|0.8416|0.8453|0.6853|0.8475|0.8518|0.8603|0.529|0.8536|0.867|0.8702,0.5469|0.5461|0.5453|0.5469|0.5461|0.5461|0.5461|0.5469|0.5461|0.5445|0.5352|0.6055|0.5211|0.5234|0.5211|0.2578|0.5187|0.5211|0.5219,0.5417|0.5292|0.5153|0.5083|0.5028|0.5|0.4931|0.4861|0.4861|0.4917|0.4958|0.0347|0.4972|0.4944|0.4917|0.4931|0.4889|0.4903|0.4875,0.1305|0.1305|0.132|0.1305|0.132|0.1328|0.132|0.132|0.132|0.1305|0.1406|0.0703|0.1562|0.1539|0.1562|0.1148|0.1578|0.1555|0.1547,0.2486|0.2597|0.2736|0.2819|0.2861|0.2889|0.2958|0.3028|0.3028|0.2986|0.2931|0.4986|0.2875|0.2917|0.2944|0.2361|0.2958|0.2944|0.2986
None,32.5,32.9,65_0,0.395|0.3739|0.3535|0.2883|0.3292,0.7906|0.7898|0.7891|0.7875|0.7875,0.6014|0.6014|0.6014|0.6028|0.6028,0.0977|0.0984|0.0992|0.1|0.1,0.0736|0.0736|0.0736|0.0722|0.0708
None,31.6,31.9,56_0,0.3717|0.419|0.5283|0.583,0.0|0.0|0.0|0.0,0.5903|0.5889|0.5875|0.5833,0.2359|0.2258|0.2242|0.2227,0.3972|0.4|0.4|0.4069
None,31.5,31.9,38_0,0.2579|0.3923|0.4796|0.527|0.3522,0.0|0.0|0.0|0.0|0.0,0.5875|0.5889|0.5875|0.5833|0.5819,0.2234|0.2391|0.2297|0.2266|0.2242,0.3931|0.4014|0.4042|0.4083|0.3958
None,32.3,34.7,0_1,0.6977|0.7355|0.6967|0.626|0.5973|0.5927|0.6459|0.7261|0.6993|0.6635|0.6388|0.6646|0.6802|0.7319|0.7299|0.7278|0.7102|0.7626|0.7677|0.6874|0.6779|0.6963|0.6694|0.601|0.4754,0.2781|0.2719|0.2766|0.2789|0.2727|0.2492|0.2703|0.268|0.2672|0.2734|0.2727|0.2703|0.2555|0.2719|0.2734|0.2742|0.268|0.2656|0.2641|0.2695|0.2719|0.2727|0.2672|0.3016|0.4469,0.0403|0.0403|0.0375|0.0417|0.0389|0.0444|0.0444|0.0417|0.0417|0.0417|0.0431|0.0431|0.0444|0.0417|0.0431|0.0417|0.0417|0.0417|0.0403|0.0417|0.0417|0.0431|0.0417|0.0431|0.0486,0.5641|0.575|0.5711|0.5672|0.582|0.5992|0.5891|0.5828|0.5859|0.5813|0.5742|0.5836|0.5906|0.5758|0.5703|0.5672|0.5664|0.5711|0.5719|0.5664|0.5742|0.5727|0.5688|0.4203|0.2852,0.9597|0.9597|0.9625|0.9583|0.9611|0.9556|0.9556|0.9583|0.9583|0.9583|0.9569|0.9569|0.9556|0.9583|0.9569|0.9583|0.9583|0.9583|0.9597|0.9583|0.9583|0.9569|0.9583|0.9569|0.9514
None,32.0,34.7,67_0,0.3655|0.4691|0.3112|0.3764|0.3731|0.4178|0.3928|0.4651|0.4307|None|0.4584|0.5533|None|0.2626|0.466|0.2711|0.3349|0.4408|0.4746|0.5227|0.3643|0.3945|None|0.2728|0.4886|0.4483|None|0.2868,0.2922|0.2914|0.2945|0.2961|0.2984|0.2992|0.2953|0.2961|0.293|None|0.2891|0.2969|None|0.1516|0.2852|0.2828|0.1836|0.2914|0.2922|0.2922|0.2844|0.2953|None|0.1453|0.2953|0.2883|None|0.3281,0.9|0.9|0.9028|0.9083|0.9069|0.9056|0.9014|0.9|0.8931|None|0.8778|0.8806|None|0.8639|0.8694|0.8792|0.875|0.8806|0.8792|0.8764|0.8764|0.8778|None|0.875|0.8764|0.8736|None|0.2569,0.1508|0.1508|0.1484|0.1469|0.1437|0.143|0.1469|0.1469|0.1461|None|0.1516|0.143|None|0.2875|0.15|0.1539|0.2578|0.1477|0.1461|0.1469|0.1539|0.1414|None|0.2969|0.143|0.1477|None|0.175,0.0792|0.0806|0.0792|0.0778|0.0764|0.0764|0.0764|0.0819|0.0903|None|0.1083|0.0861|None|0.1042|0.0833|0.0833|0.1083|0.0847|0.0764|0.0819|0.0847|0.075|None|0.1181|0.0792|0.0792|None|0.1806
None,34.8,35.0,38_0,0.3233|0.4455|0.2642,0.0008|0.0|0.0,0.5667|0.5667|0.5653,0.1992|0.1953|0.1953,0.2264|0.2208|0.2167
None,33.3,34.5,65_0,0.2535|0.3135|0.451|0.3707|0.2707|0.2792|0.2829|0.4057|0.3803|0.2761|0.3381|0.2528|0.315,0.143|0.7875|0.1438|0.1422|0.7859|0.7875|0.7883|0.1437|0.1437|0.7891|0.7883|0.1406|0.7875,0.8639|0.5986|0.8722|0.8736|0.5972|0.5972|0.5972|0.8681|0.8681|0.5972|0.5972|0.8694|0.5986,0.2977|0.0992|0.2969|0.3016|0.1016|0.1|0.0992|0.2992|0.2961|0.0984|0.0992|0.2992|0.1,0.1194|0.0708|0.1181|0.1167|0.0722|0.0708|0.0722|0.1208|0.1194|0.0722|0.0736|0.1222|0.0736
None,34.7,35.0,56_0,0.5348|0.5426|0.4097|0.5358,0.0008|0.0008|0.0008|0.0008,0.5681|0.5681|0.5681|0.5681,0.2344|0.2461|0.25|0.2461,0.4222|0.4222|0.4222|0.4222
None,37.3,38.0,38_0,0.2955|0.6431|0.5931|0.4978|0.3318|0.4788|0.3928|0.2961,0.0|0.0008|0.0008|0.0008|0.0|0.0008|0.0008|0.0,0.5667|0.5653|0.5653|0.5653|0.5625|0.5667|0.5653|0.5653,0.218|0.2234|0.2203|0.2094|0.2188|0.2141|0.2109|0.218,0.4181|0.4264|0.4278|0.3097|0.4125|0.2778|0.2625|0.2583
None,37.4,37.7,56_0,0.5345|0.5235|0.2537|0.3043,0.0008|0.0008|0.0008|0.0,0.5681|0.5667|0.5639|0.575,0.2234|0.2211|0.2117|0.2203,0.4208|0.4236|0.4208|0.4097
None,38.5,38.8,56_0,0.303|0.3153|0.2867|0.3373,0.0|0.0|0.1523|0.0,0.5722|0.5736|0.7931|0.5722,0.232|0.2375|0.1148|0.2242,0.4111|0.4111|0.1014|0.4139
None,38.4,40.8,38_0,0.4685|0.5516|0.5444|0.524|0.5781|0.3869|0.3292|0.2755|0.272|0.3012|0.3191|0.2972|0.3139|0.2806|0.2918|0.3324|0.3276|0.3406|0.2967|0.3133|0.2998|0.277|0.3154|0.321|0.2736,0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0|0.0|0.0008|0.0008|0.0016|0.0016|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0|0.0008|0.0008|0.0008,0.5639|0.5625|0.5625|0.5625|0.5639|0.5639|0.5653|0.5639|0.5653|0.5639|0.5639|0.5597|0.5597|0.5611|0.5583|0.5583|0.5611|0.5611|0.5583|0.5625|0.5597|0.5611|0.5597|0.5639|0.5625,0.2227|0.232|0.2352|0.2313|0.2258|0.2211|0.218|0.2188|0.2227|0.2219|0.2188|0.2141|0.2125|0.2117|0.2141|0.2133|0.2141|0.2141|0.2141|0.2156|0.2188|0.2203|0.2219|0.2188|0.2164,0.4111|0.425|0.4292|0.4264|0.4292|0.2847|0.2778|0.3944|0.3278|0.375|0.3597|0.4236|0.4264|0.4111|0.4125|0.4347|0.4194|0.4208|0.4319|0.4042|0.4139|0.4056|0.4208|0.3597|0.3806
None,40.9,42.7,56_0,0.5336|0.5254|0.5125|0.5114|0.5485|0.5358|0.564|0.5772|0.6144|0.6208|0.5406|0.461|0.4699|0.62|0.6952|0.6457|0.6164|0.572|0.3637,0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0|0.0|0.0|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008|0.0008,0.5653|0.5639|0.5639|0.5639|0.5625|0.5625|0.5625|0.5625|0.5639|0.5653|0.5639|0.5653|0.5653|0.5653|0.5653|0.5653|0.5653|0.5653|0.5667,0.2336|0.2352|0.2359|0.2336|0.2344|0.2352|0.2336|0.2289|0.2313|0.2336|0.2336|0.2328|0.2313|0.2258|0.2195|0.2156|0.2125|0.2109|0.2047,0.4236|0.425|0.425|0.425|0.4264|0.4264|0.4292|0.4292|0.4278|0.4264|0.4278|0.425|0.425|0.4278|0.4264|0.4264|0.4264|0.4264|0.4236
None,42.4,43.0,38_0,0.5965|0.2928|None|0.3204|0.3145|0.2566|0.2754,0.0016|0.0|None|0.0016|0.0|0.0|0.0,0.5639|0.5653|None|0.5653|0.5653|0.5653|0.5667,0.2148|0.2172|None|0.1312|0.1258|0.1531|0.125,0.4292|0.4208|None|0.1931|0.1917|0.3153|0.2
None,35.2,37.2,0_1,0.785|0.8261|0.7858|0.7482|0.7646|0.7617|0.676|0.6087|0.6996|0.5438|0.6917|0.6953|0.5727|0.6318|0.5431|0.5567|0.6354|0.7975|0.7095|0.6373|0.3426,0.1977|0.1969|0.1953|0.2039|0.2031|0.1969|0.1836|0.2086|0.1852|0.0406|0.2133|0.2273|0.0406|0.0406|0.4203|0.218|0.0406|0.2414|0.2031|0.0406|0.0422,0.0333|0.0278|0.0458|0.0306|0.0319|0.0306|0.0181|0.0264|0.0306|0.4083|0.0375|0.0389|0.4083|0.4083|0.0486|0.0306|0.4083|0.0375|0.0486|0.4083|0.4083,0.5258|0.5266|0.5383|0.5258|0.525|0.5352|0.5523|0.518|0.5469|0.0867|0.5148|0.4961|0.0867|0.0867|0.318|0.5063|0.0867|0.4852|0.5422|0.0867|0.0867,0.9583|0.9694|0.95|0.9667|0.9653|0.9542|0.9806|0.9694|0.9694|0.1639|0.9625|0.9597|0.1653|0.1653|0.9514|0.9694|0.1639|0.9625|0.9458|0.1653|0.1653
None,42.9,44.7,67_0,0.2722|0.2796|None|0.3276|0.3021|0.2577|0.6274|0.5886|0.4691|0.3651|0.3461|0.3787|0.505|0.4806|0.3088|None|0.2555|0.2562|0.3112,0.5109|0.5125|None|0.5125|0.5117|0.3219|0.3016|0.3008|0.2234|0.3031|0.3031|0.3|0.3047|0.3031|0.3016|None|0.4258|0.3016|0.3086,0.75|0.7486|None|0.7486|0.7514|0.3083|0.8528|0.8569|0.8472|0.8444|0.8569|0.8625|0.8542|0.8556|0.8569|None|0.7319|0.8694|0.8764,0.1039|0.1031|None|0.1047|0.1047|0.0281|0.1492|0.1508|0.2188|0.1445|0.1445|0.1492|0.1437|0.1461|0.1484|None|0.0461|0.15|0.143,0.1389|0.1403|None|0.1389|0.1361|0.0583|0.1|0.0972|0.1056|0.0986|0.0931|0.0861|0.1028|0.1014|0.0986|None|0.0583|0.0722|0.0667
None,28.4,29.1,60_0,0.2977|0.2806|0.3028|0.2937|0.317|0.2815|None|0.2635,0.3594|0.3609|0.3602|0.3602|0.3602|0.3594|None|0.3586,0.5069|0.5125|0.5097|0.5069|0.5042|0.5056|None|0.5069,0.2102|0.2023|0.2078|0.2094|0.2109|0.2148|None|0.2102,0.2819|0.275|0.2764|0.2792|0.2833|0.2806|None|0.2819
None,26.4,29.2,39_0,0.3423|0.3733|0.3571|0.3592|0.3182|0.5054|0.4876|0.4435|0.4255|0.4008|0.4384|0.4469|0.4173|0.4586|0.4615|0.4632|0.4809|0.4721|0.4793|0.4705|0.4714|0.4328|0.258|0.2697|0.2817|0.2761|0.2755|0.276|0.2638,0.4219|0.4219|0.4219|0.4219|0.4219|0.4219|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4203|0.4195|0.4031|0.4039|0.4031|0.4031|0.4031|0.4031|0.4031,0.5|0.5|0.5|0.5|0.5|0.5|0.5|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4986|0.4972|0.5444|0.5458|0.5444|0.5444|0.5444|0.5444|0.5444,0.0219|0.0219|0.0219|0.0219|0.0219|0.0211|0.0211|0.0242|0.0234|0.0242|0.0234|0.0234|0.0234|0.0234|0.0234|0.0234|0.0234|0.0234|0.0234|0.0234|0.0234|0.0234|0.0164|0.0156|0.0164|0.0164|0.0164|0.0164|0.0164,0.0833|0.0833|0.0833|0.0833|0.0833|0.0833|0.0833|0.0861|0.0847|0.0847|0.0847|0.0847|0.0847|0.0847|0.0847|0.0847|0.0847|0.0847|0.0847|0.0847|0.0847|0.0861|0.0625|0.0611|0.0625|0.0625|0.0625|0.0625|0.0625
None,25.0,29.2,62_0,0.851|0.848|0.8506|0.8489|0.8428|0.8486|0.8571|0.8429|0.8423|0.8456|0.845|0.8361|0.8434|0.8403|0.8064|0.8273|0.8419|0.8343|0.8341|0.832|0.8384|0.8422|0.8416|0.832|0.8306|0.8326|0.8257|0.8399|0.8414|0.8444|0.8477|0.8463|0.2592|0.8491|0.8451|0.8459|0.8291|0.8381|0.8355|0.8148|0.8168|0.8251|0.828,0.7906|0.7891|0.7898|0.7883|0.7898|0.7906|0.7922|0.7891|0.7898|0.7891|0.7891|0.7875|0.7867|0.7875|0.7859|0.7867|0.7875|0.7875|0.7875|0.7867|0.7883|0.7883|0.7875|0.7852|0.7852|0.7867|0.7859|0.7875|0.7891|0.7891|0.7875|0.7891|0.7594|0.7891|0.7883|0.7922|0.7828|0.7828|0.7828|0.7813|0.7805|0.7813|0.782,0.3764|0.3764|0.3778|0.3778|0.3764|0.3764|0.3778|0.3764|0.3764|0.3764|0.3764|0.3764|0.3764|0.375|0.375|0.375|0.375|0.375|0.375|0.375|0.375|0.375|0.3764|0.375|0.375|0.375|0.3764|0.3778|0.375|0.3764|0.375|0.3764|0.5361|0.375|0.3736|0.3792|0.375|0.375|0.3764|0.3764|0.3778|0.3764|0.3764,0.0969|0.0984|0.0977|0.1|0.0977|0.0969|0.0945|0.0992|0.0977|0.0977|0.0969|0.1|0.1008|0.1008|0.1031|0.1008|0.1008|0.1008|0.0992|0.1016|0.0992|0.1|0.1|0.1023|0.1016|0.1008|0.1016|0.0992|0.0992|0.0992|0.1008|0.0992|0.1|0.0992|0.1|0.0953|0.1055|0.1055|0.1047|0.1063|0.107|0.1078|0.107,0.1958|0.1972|0.1986|0.2|0.1958|0.1972|0.1875|0.2028|0.2014|0.1986|0.1972|0.2014|0.2028|0.2042|0.2097|0.2042|0.2014|0.2014|0.2042|0.2069|0.2028|0.2028|0.1986|0.2014|0.1986|0.1958|0.1986|0.1931|0.1958|0.1931|0.1944|0.1889|0.125|0.1944|0.1972|0.1792|0.2028|0.2014|0.1986|0.2028|0.2|0.2056|0.2069
None,28.6,29.2,39_1,0.4696|0.4386|0.4356|0.3681|0.3827|0.3654|0.3346,0.4211|0.4219|0.4219|0.4219|0.4219|0.4219|0.4219,0.4986|0.4986|0.4986|0.5|0.5|0.5|0.5,0.0219|0.0211|0.0211|0.0211|0.0211|0.0211|0.0211,0.0847|0.0833|0.0833|0.0819|0.0819|0.0819|0.0819
None,46.2,47.3,0_2,0.5916|None|0.8047|0.8236|0.4282|None|0.7392|None|0.6775|0.5768|0.4954|0.576,0.3086|None|0.4781|0.475|0.6086|None|0.4898|None|0.4773|0.4883|0.6078|0.4969,0.0028|None|0.3653|0.3667|0.0403|None|0.3611|None|0.3722|0.3847|0.0417|0.3847,0.5375|None|0.1789|0.1813|0.0688|None|0.1617|None|0.1672|0.157|0.0695|0.1523,0.9972|None|0.4319|0.4222|0.4847|None|0.4153|None|0.4014|0.3833|0.4861|0.3819
None,47.7,48.6,0_2,0.7796|0.7472|0.3374|0.6002|0.4823|0.8482|0.3331|0.3613|0.6966|0.7483,0.507|0.5|0.2383|0.6086|0.6086|0.5422|0.6047|0.2375|0.5648|0.5695,0.3569|0.3542|0.5111|0.0514|0.0528|0.35|0.0472|0.5083|0.35|0.3514,0.1344|0.1391|0.1562|0.068|0.068|0.1023|0.0734|0.1547|0.1547|0.1023,0.4208|0.4236|0.2694|0.4736|0.4458|0.4222|0.4208|0.2611|0.425|0.425
None,47.9,48.4,0_3,0.5709|0.8347|0.8459|None|0.8172|0.858,0.6086|0.5266|0.5344|None|0.5508|0.5602,0.0528|0.35|0.35|None|0.3514|0.3486,0.0672|0.1125|0.1055|None|0.1023|0.1008,0.4778|0.425|0.4194|None|0.4264|0.4319
