human,human_voice,life,nature,song,others,sec,pred_voice,men,women,pred_gender
0.4,0.4,0.1,0.0,0.1,0.5,0.0,human,0.1,0.9,read_women
0.4,0.4,0.1,0.0,0.1,0.5,0.1,human,0.1,0.9,read_women
0.4,0.3,0.0,0.0,0.3,0.4,0.2,human,0.1,0.9,read_women
0.4,0.4,0.1,0.0,0.1,0.5,0.3,human,0.1,0.9,read_women
0.4,0.3,0.2,0.0,0.1,0.6000000000000001,0.4,human,0.1,0.9,read_women
0.2,0.6,0.0,0.0,0.2,0.2,0.5,human_voice,0.1,0.9,read_women
0.2,0.6,0.0,0.0,0.2,0.2,0.6,human_voice,0.0,1.0,read_women
0.4,0.4,0.0,0.0,0.2,0.4,0.7,human,0.1,0.9,read_women
0.4,0.3,0.1,0.0,0.2,0.5,0.8,human,0.1,0.9,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,0.9,human,0.1,0.9,read_women
0.4,0.2,0.1,0.0,0.3,0.5,1.0,human,0.3,0.7,read_women
0.5,0.2,0.1,0.0,0.2,0.6,1.1,human,0.5,0.5,read_men
0.4,0.3,0.1,0.0,0.2,0.5,1.2,human,0.5,0.5,read_men
0.4,0.3,0.1,0.0,0.2,0.5,1.3,human,0.5,0.5,read_men
0.1,0.3,0.1,0.1,0.4,0.30000000000000004,1.4,song,0.6,0.4,read_men
0.0,0.2,0.2,0.1,0.5,0.30000000000000004,1.5,song,0.5,0.5,read_men
0.1,0.2,0.2,0.1,0.4,0.4,1.6,song,0.5,0.5,read_men
0.0,0.3,0.2,0.0,0.5,0.2,1.7,song,0.6,0.4,read_men
0.1,0.3,0.2,0.1,0.3,0.4,1.8,human_voice,0.6,0.4,read_men
0.3,0.1,0.2,0.0,0.4,0.5,1.9,song,0.2,0.8,read_women
0.2,0.2,0.1,0.1,0.4,0.4,2.0,song,0.4,0.6,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,2.1,human,0.2,0.8,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,2.2,song,0.3,0.7,read_women
0.4,0.3,0.0,0.0,0.3,0.4,2.3,human,0.2,0.8,read_women
0.4,0.4,0.0,0.0,0.2,0.4,2.4,human,0.3,0.7,read_women
0.5,0.2,0.0,0.0,0.3,0.5,2.5,human,0.4,0.6,read_women
0.5,0.2,0.0,0.0,0.3,0.5,2.6,human,0.4,0.6,read_women
0.3,0.2,0.0,0.1,0.4,0.4,2.7,song,0.2,0.8,read_women
0.4,0.3,0.0,0.0,0.3,0.4,2.8,human,0.2,0.8,read_women
0.2,0.5,0.0,0.0,0.3,0.2,2.9,human_voice,0.2,0.8,read_women
0.2,0.5,0.0,0.0,0.3,0.2,3.0,human_voice,0.2,0.8,read_women
0.2,0.5,0.0,0.0,0.3,0.2,3.1,human_voice,0.3,0.7,read_women
0.2,0.5,0.1,0.0,0.2,0.30000000000000004,3.2,human_voice,0.2,0.8,read_women
0.3,0.4,0.0,0.0,0.3,0.3,3.3,human_voice,0.2,0.8,read_women
0.3,0.5,0.0,0.1,0.1,0.4,3.4,human_voice,0.2,0.8,read_women
0.3,0.4,0.0,0.1,0.2,0.4,3.5,human_voice,0.2,0.8,read_women
0.2,0.6,0.0,0.0,0.2,0.2,3.6,human_voice,0.2,0.8,read_women
0.1,0.6,0.1,0.0,0.2,0.2,3.7,human_voice,0.1,0.9,read_women
0.2,0.6,0.1,0.0,0.1,0.30000000000000004,3.8,human_voice,0.1,0.9,read_women
0.1,0.7,0.1,0.0,0.1,0.2,3.9,human_voice,0.1,0.9,read_women
0.3,0.5,0.1,0.0,0.1,0.4,4.0,human_voice,0.1,0.9,read_women
0.7,0.1,0.1,0.0,0.1,0.7999999999999999,4.1,human,0.0,1.0,read_women
0.5,0.3,0.1,0.0,0.1,0.6,4.2,human,0.0,1.0,read_women
0.6,0.2,0.1,0.0,0.1,0.7,4.3,human,0.0,1.0,read_women
0.6,0.1,0.1,0.0,0.2,0.7,4.4,human,0.0,1.0,read_women
0.7,0.2,0.0,0.0,0.1,0.7,4.5,human,0.0,1.0,read_women
0.7,0.1,0.0,0.0,0.2,0.7,4.6,human,0.0,1.0,read_women
0.7,0.2,0.0,0.0,0.1,0.7,4.7,human,0.0,1.0,read_women
0.8,0.2,0.0,0.0,0.0,0.8,4.8,human,0.0,1.0,read_women
0.7,0.2,0.0,0.0,0.1,0.7,4.9,human,0.0,1.0,read_women
0.6,0.3,0.0,0.0,0.1,0.6,5.0,human,0.0,1.0,read_women
0.6,0.4,0.0,0.0,0.0,0.6,5.1,human,0.0,1.0,read_women
0.7,0.3,0.0,0.0,0.0,0.7,5.2,human,0.0,1.0,read_women
0.6,0.2,0.0,0.0,0.2,0.6,5.3,human,0.0,1.0,read_women
0.4,0.3,0.1,0.0,0.2,0.5,5.4,human,0.0,1.0,read_women
0.6,0.1,0.1,0.0,0.2,0.7,5.5,human,0.0,1.0,read_women
0.6,0.1,0.1,0.0,0.2,0.7,5.6,human,0.0,1.0,read_women
0.6,0.1,0.1,0.0,0.2,0.7,5.7,human,0.0,1.0,read_women
0.6,0.1,0.2,0.0,0.1,0.8,5.8,human,0.0,1.0,read_women
0.5,0.2,0.2,0.0,0.1,0.7,5.9,human,0.0,1.0,read_women
0.6,0.3,0.1,0.0,0.0,0.7,6.0,human,0.0,1.0,read_women
0.5,0.2,0.1,0.0,0.2,0.6,6.1,human,0.0,1.0,read_women
0.3,0.4,0.1,0.0,0.2,0.4,6.2,human_voice,0.1,0.9,read_women
0.2,0.5,0.1,0.0,0.2,0.30000000000000004,6.3,human_voice,0.0,1.0,read_women
0.3,0.3,0.1,0.0,0.3,0.4,6.4,human,0.3,0.7,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,6.5,song,0.2,0.8,read_women
0.4,0.2,0.0,0.0,0.4,0.4,6.6,human,0.4,0.6,read_women
0.4,0.3,0.0,0.0,0.3,0.4,6.7,human,0.6,0.4,read_men
0.5,0.2,0.0,0.0,0.3,0.5,6.8,human,0.6,0.4,read_men
0.5,0.2,0.0,0.0,0.3,0.5,6.9,human,0.6,0.4,read_men
0.6,0.2,0.0,0.0,0.2,0.6,7.0,human,0.3,0.7,read_women
0.6,0.0,0.1,0.1,0.2,0.7999999999999999,7.1,human,0.3,0.7,read_women
0.7,0.0,0.2,0.1,0.0,0.9999999999999999,7.2,human,0.4,0.6,read_women
0.6,0.0,0.3,0.1,0.0,0.9999999999999999,7.3,human,0.2,0.8,read_women
0.8,0.1,0.1,0.0,0.0,0.9,7.4,human,0.0,1.0,read_women
0.8,0.1,0.1,0.0,0.0,0.9,7.5,human,0.2,0.8,read_women
0.6,0.3,0.1,0.0,0.0,0.7,7.6,human,0.2,0.8,read_women
0.6,0.3,0.1,0.0,0.0,0.7,7.7,human,0.0,1.0,read_women
0.6,0.3,0.1,0.0,0.0,0.7,7.8,human,0.0,1.0,read_women
0.8,0.2,0.0,0.0,0.0,0.8,7.9,human,0.1,0.9,read_women
0.6,0.3,0.0,0.0,0.1,0.6,8.0,human,0.0,1.0,read_women
0.7,0.2,0.0,0.0,0.1,0.7,8.1,human,0.1,0.9,read_women
0.7,0.1,0.1,0.0,0.1,0.7999999999999999,8.2,human,0.1,0.9,read_women
0.7,0.1,0.0,0.0,0.2,0.7,8.3,human,0.1,0.9,read_women
0.6,0.2,0.0,0.0,0.2,0.6,8.4,human,0.1,0.9,read_women
0.7,0.1,0.0,0.0,0.2,0.7,8.5,human,0.1,0.9,read_women
0.7,0.2,0.0,0.0,0.1,0.7,8.6,human,0.2,0.8,read_women
0.8,0.1,0.0,0.0,0.1,0.8,8.7,human,0.2,0.8,read_women
0.8,0.2,0.0,0.0,0.0,0.8,8.8,human,0.3,0.7,read_women
0.9,0.1,0.0,0.0,0.0,0.9,8.9,human,0.1,0.9,read_women
0.8,0.2,0.0,0.0,0.0,0.8,9.0,human,0.0,1.0,read_women
0.8,0.2,0.0,0.0,0.0,0.8,9.1,human,0.1,0.9,read_women
0.7,0.3,0.0,0.0,0.0,0.7,9.2,human,0.1,0.9,read_women
0.7,0.3,0.0,0.0,0.0,0.7,9.3,human,0.1,0.9,read_women
0.7,0.3,0.0,0.0,0.0,0.7,9.4,human,0.1,0.9,read_women
0.7,0.3,0.0,0.0,0.0,0.7,9.5,human,0.1,0.9,read_women
0.8,0.2,0.0,0.0,0.0,0.8,9.6,human,0.0,1.0,read_women
0.7,0.3,0.0,0.0,0.0,0.7,9.7,human,0.0,1.0,read_women
0.8,0.2,0.0,0.0,0.0,0.8,9.8,human,0.0,1.0,read_women
0.7,0.3,0.0,0.0,0.0,0.7,9.9,human,0.0,1.0,read_women
0.8,0.2,0.0,0.0,0.0,0.8,10.0,human,0.0,1.0,read_women
0.6,0.2,0.0,0.0,0.2,0.6,10.1,human,0.0,1.0,read_women
0.7,0.1,0.0,0.1,0.1,0.7999999999999999,10.2,human,0.0,1.0,read_women
0.7,0.0,0.0,0.1,0.2,0.7999999999999999,10.3,human,0.0,1.0,read_women
0.6,0.1,0.0,0.1,0.2,0.7,10.4,human,0.0,1.0,read_women
0.6,0.0,0.0,0.1,0.3,0.7,10.5,human,0.1,0.9,read_women
0.6,0.2,0.0,0.0,0.2,0.6,10.6,human,0.1,0.9,read_women
0.5,0.3,0.0,0.0,0.2,0.5,10.7,human,0.2,0.8,read_women
0.5,0.2,0.0,0.0,0.3,0.5,10.8,human,0.2,0.8,read_women
0.5,0.2,0.0,0.0,0.3,0.5,10.9,human,0.1,0.9,read_women
0.5,0.2,0.1,0.0,0.2,0.6,11.0,human,0.3,0.7,read_women
0.4,0.4,0.0,0.0,0.2,0.4,11.1,human,0.4,0.6,read_women
0.3,0.2,0.1,0.1,0.3,0.5,11.2,human,0.4,0.6,read_women
0.3,0.2,0.2,0.1,0.2,0.6,11.3,human,0.3,0.7,read_women
0.3,0.2,0.2,0.1,0.2,0.6,11.4,human,0.5,0.5,read_men
0.3,0.2,0.3,0.1,0.1,0.7,11.5,human,0.5,0.5,read_men
0.3,0.0,0.3,0.3,0.1,0.8999999999999999,11.6,human,0.4,0.6,read_women
0.4,0.0,0.4,0.2,0.0,1.0,11.7,human,0.3,0.7,read_women
0.3,0.0,0.5,0.1,0.1,0.9,11.8,life,0.3,0.7,read_women
0.3,0.0,0.3,0.2,0.2,0.8,11.9,human,0.2,0.8,read_women
0.3,0.0,0.5,0.2,0.0,1.0,12.0,life,0.2,0.8,read_women
0.3,0.3,0.4,0.0,0.0,0.7,12.1,life,0.2,0.8,read_women
0.5,0.1,0.4,0.0,0.0,0.9,12.2,human,0.1,0.9,read_women
0.2,0.1,0.6,0.1,0.0,0.9,12.3,life,0.1,0.9,read_women
0.3,0.0,0.5,0.1,0.1,0.9,12.4,life,0.0,1.0,read_women
0.3,0.0,0.4,0.1,0.2,0.7999999999999999,12.5,life,0.0,1.0,read_women
0.3,0.1,0.3,0.1,0.2,0.7,12.6,human,0.1,0.9,read_women
0.3,0.0,0.3,0.1,0.3,0.7,12.7,human,0.2,0.8,read_women
0.3,0.0,0.3,0.1,0.3,0.7,12.8,human,0.2,0.8,read_women
0.3,0.0,0.3,0.1,0.3,0.7,12.9,human,0.2,0.8,read_women
0.3,0.2,0.1,0.1,0.3,0.5,13.0,human,0.4,0.6,read_women
0.3,0.0,0.3,0.1,0.3,0.7,13.1,human,0.4,0.6,read_women
0.4,0.0,0.2,0.0,0.4,0.6000000000000001,13.2,human,0.5,0.5,read_men
0.3,0.1,0.2,0.0,0.4,0.5,13.3,song,0.6,0.4,read_men
0.3,0.2,0.2,0.0,0.3,0.5,13.4,human,0.5,0.5,read_men
0.4,0.1,0.3,0.0,0.2,0.7,13.5,human,0.5,0.5,read_men
0.3,0.3,0.3,0.0,0.1,0.6,13.6,human,0.5,0.5,read_men
0.2,0.5,0.2,0.0,0.1,0.4,13.7,human_voice,0.4,0.6,read_women
0.1,0.5,0.2,0.0,0.2,0.30000000000000004,13.8,human_voice,0.4,0.6,read_women
0.2,0.5,0.2,0.0,0.1,0.4,13.9,human_voice,0.4,0.6,read_women
0.2,0.5,0.0,0.1,0.2,0.30000000000000004,14.0,human_voice,0.5,0.5,read_men
0.3,0.3,0.1,0.0,0.3,0.4,14.1,human,0.5,0.5,read_men
0.3,0.2,0.2,0.0,0.3,0.5,14.2,human,0.5,0.5,read_men
0.2,0.2,0.3,0.0,0.3,0.5,14.3,life,0.6,0.4,read_men
0.1,0.1,0.3,0.0,0.5,0.4,14.4,song,0.5,0.5,read_men
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,14.5,song,0.4,0.6,read_women
0.1,0.4,0.1,0.0,0.4,0.2,14.6,human_voice,0.4,0.6,read_women
0.0,0.6,0.2,0.0,0.2,0.2,14.7,human_voice,0.3,0.7,read_women
0.0,0.7,0.1,0.0,0.2,0.1,14.8,human_voice,0.4,0.6,read_women
0.1,0.4,0.0,0.1,0.4,0.2,14.9,human_voice,0.4,0.6,read_women
0.1,0.6,0.1,0.0,0.2,0.2,15.0,human_voice,0.4,0.6,read_women
0.2,0.5,0.0,0.1,0.2,0.30000000000000004,15.1,human_voice,0.4,0.6,read_women
0.1,0.6,0.1,0.0,0.2,0.2,15.2,human_voice,0.4,0.6,read_women
0.2,0.4,0.0,0.1,0.3,0.30000000000000004,15.3,human_voice,0.4,0.6,read_women
0.1,0.8,0.0,0.1,0.0,0.2,15.4,human_voice,0.5,0.5,read_men
0.0,0.7,0.0,0.1,0.2,0.1,15.5,human_voice,0.7,0.3,read_men
0.1,0.3,0.4,0.1,0.1,0.6,15.6,life,0.4,0.6,read_women
0.1,0.5,0.2,0.1,0.1,0.4,15.7,human_voice,0.5,0.5,read_men
0.1,0.3,0.3,0.2,0.1,0.6000000000000001,15.8,human_voice,0.4,0.6,read_women
0.3,0.5,0.0,0.1,0.1,0.4,15.9,human_voice,0.4,0.6,read_women
0.4,0.2,0.2,0.1,0.1,0.7000000000000001,16.0,human,0.4,0.6,read_women
0.4,0.1,0.2,0.1,0.2,0.7000000000000001,16.1,human,0.4,0.6,read_women
0.4,0.3,0.1,0.1,0.1,0.6,16.2,human,0.4,0.6,read_women
0.3,0.2,0.2,0.1,0.2,0.6,16.3,human,0.4,0.6,read_women
0.4,0.1,0.2,0.1,0.2,0.7000000000000001,16.4,human,0.4,0.6,read_women
0.3,0.1,0.2,0.1,0.3,0.6,16.5,human,0.4,0.6,read_women
0.3,0.2,0.1,0.1,0.3,0.5,16.6,human,0.4,0.6,read_women
0.4,0.2,0.2,0.1,0.1,0.7000000000000001,16.7,human,0.5,0.5,read_men
0.5,0.1,0.3,0.1,0.0,0.9,16.8,human,0.6,0.4,read_men
0.5,0.2,0.2,0.1,0.0,0.7999999999999999,16.9,human,0.6,0.4,read_men
0.4,0.1,0.2,0.1,0.2,0.7000000000000001,17.0,human,0.6,0.4,read_men
0.5,0.0,0.2,0.1,0.2,0.7999999999999999,17.1,human,0.5,0.5,read_men
0.4,0.1,0.4,0.1,0.0,0.9,17.2,human,0.6,0.4,read_men
0.4,0.2,0.2,0.1,0.1,0.7000000000000001,17.3,human,0.4,0.6,read_women
0.4,0.1,0.4,0.0,0.1,0.8,17.4,human,0.4,0.6,read_women
0.4,0.2,0.3,0.0,0.1,0.7,17.5,human,0.5,0.5,read_men
0.4,0.2,0.3,0.0,0.1,0.7,17.6,human,0.5,0.5,read_men
0.5,0.0,0.3,0.0,0.2,0.8,17.7,human,0.5,0.5,read_men
0.6,0.0,0.2,0.0,0.2,0.8,17.8,human,0.5,0.5,read_men
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,17.9,human,0.4,0.6,read_women
0.3,0.1,0.3,0.0,0.3,0.6,18.0,human,0.4,0.6,read_women
0.2,0.3,0.1,0.1,0.3,0.4,18.1,human_voice,0.4,0.6,read_women
0.1,0.4,0.2,0.1,0.2,0.4,18.2,human_voice,0.4,0.6,read_women
0.4,0.2,0.2,0.1,0.1,0.7000000000000001,18.3,human,0.5,0.5,read_men
0.1,0.5,0.0,0.1,0.3,0.2,18.4,human_voice,0.4,0.6,read_women
0.1,0.5,0.0,0.1,0.3,0.2,18.5,human_voice,0.3,0.7,read_women
0.1,0.7,0.0,0.1,0.1,0.2,18.6,human_voice,0.5,0.5,read_men
0.1,0.8,0.0,0.0,0.1,0.1,18.7,human_voice,0.5,0.5,read_men
0.2,0.6,0.0,0.0,0.2,0.2,18.8,human_voice,0.3,0.7,read_women
0.2,0.5,0.0,0.0,0.3,0.2,18.9,human_voice,0.1,0.9,read_women
0.2,0.5,0.0,0.0,0.3,0.2,19.0,human_voice,0.0,1.0,read_women
0.1,0.6,0.0,0.0,0.3,0.1,19.1,human_voice,0.0,1.0,read_women
0.1,0.7,0.0,0.0,0.2,0.1,19.2,human_voice,0.0,1.0,read_women
0.1,0.7,0.0,0.0,0.2,0.1,19.3,human_voice,0.0,1.0,read_women
0.1,0.6,0.0,0.0,0.3,0.1,19.4,human_voice,0.0,1.0,read_women
0.1,0.7,0.0,0.0,0.2,0.1,19.5,human_voice,0.0,1.0,read_women
0.1,0.7,0.0,0.0,0.2,0.1,19.6,human_voice,0.0,1.0,read_women
0.1,0.8,0.0,0.0,0.1,0.1,19.7,human_voice,0.1,0.9,read_women
0.2,0.8,0.0,0.0,0.0,0.2,19.8,human_voice,0.1,0.9,read_women
0.3,0.7,0.0,0.0,0.0,0.3,19.9,human_voice,0.2,0.8,read_women
0.2,0.7,0.0,0.1,0.0,0.30000000000000004,20.0,human_voice,0.2,0.8,read_women
0.2,0.7,0.0,0.1,0.0,0.30000000000000004,20.1,human_voice,0.2,0.8,read_women
0.2,0.6,0.0,0.1,0.1,0.30000000000000004,20.2,human_voice,0.1,0.9,read_women
0.1,0.7,0.0,0.1,0.1,0.2,20.3,human_voice,0.1,0.9,read_women
0.2,0.5,0.0,0.1,0.2,0.30000000000000004,20.4,human_voice,0.1,0.9,read_women
0.3,0.6,0.0,0.1,0.0,0.4,20.5,human_voice,0.2,0.8,read_women
0.2,0.5,0.0,0.1,0.2,0.30000000000000004,20.6,human_voice,0.4,0.6,read_women
0.1,0.7,0.0,0.1,0.1,0.2,20.7,human_voice,0.1,0.9,read_women
0.2,0.6,0.0,0.1,0.1,0.30000000000000004,20.8,human_voice,0.1,0.9,read_women
0.1,0.9,0.0,0.0,0.0,0.1,20.9,human_voice,0.1,0.9,read_women
0.2,0.6,0.0,0.0,0.2,0.2,21.0,human_voice,0.1,0.9,read_women
0.3,0.3,0.1,0.0,0.3,0.4,21.1,human,0.3,0.7,read_women
0.5,0.2,0.0,0.0,0.3,0.5,21.2,human,0.3,0.7,read_women
0.3,0.4,0.0,0.1,0.2,0.4,21.3,human_voice,0.4,0.6,read_women
0.1,0.6,0.0,0.1,0.2,0.2,21.4,human_voice,0.4,0.6,read_women
0.2,0.4,0.2,0.0,0.2,0.4,21.5,human_voice,0.3,0.7,read_women
0.1,0.5,0.3,0.0,0.1,0.4,21.6,human_voice,0.3,0.7,read_women
0.1,0.6,0.1,0.0,0.2,0.2,21.7,human_voice,0.2,0.8,read_women
0.0,0.5,0.1,0.1,0.3,0.2,21.8,human_voice,0.0,1.0,read_women
0.1,0.4,0.2,0.2,0.1,0.5,21.9,human_voice,0.0,1.0,read_women
0.0,0.6,0.1,0.1,0.2,0.2,22.0,human_voice,0.0,1.0,read_women
0.1,0.4,0.2,0.1,0.2,0.4,22.1,human_voice,0.1,0.9,read_women
0.2,0.3,0.2,0.1,0.2,0.5,22.2,human_voice,0.2,0.8,read_women
0.1,0.4,0.2,0.1,0.2,0.4,22.3,human_voice,0.2,0.8,read_women
0.0,0.5,0.2,0.1,0.2,0.30000000000000004,22.4,human_voice,0.1,0.9,read_women
0.1,0.4,0.2,0.1,0.2,0.4,22.5,human_voice,0.1,0.9,read_women
0.1,0.5,0.2,0.1,0.1,0.4,22.6,human_voice,0.2,0.8,read_women
0.0,0.6,0.2,0.1,0.1,0.30000000000000004,22.7,human_voice,0.2,0.8,read_women
0.0,0.6,0.2,0.1,0.1,0.30000000000000004,22.8,human_voice,0.2,0.8,read_women
0.1,0.3,0.2,0.1,0.3,0.4,22.9,human_voice,0.1,0.9,read_women
0.5,0.0,0.1,0.1,0.3,0.7,23.0,human,0.1,0.9,read_women
0.5,0.0,0.1,0.1,0.3,0.7,23.1,human,0.1,0.9,read_women
0.5,0.0,0.1,0.1,0.3,0.7,23.2,human,0.1,0.9,read_women
0.2,0.1,0.3,0.1,0.3,0.6,23.3,life,0.1,0.9,read_women
0.2,0.3,0.2,0.1,0.2,0.5,23.4,human_voice,0.1,0.9,read_women
0.2,0.4,0.2,0.1,0.1,0.5,23.5,human_voice,0.1,0.9,read_women
0.1,0.5,0.1,0.1,0.2,0.30000000000000004,23.6,human_voice,0.1,0.9,read_women
0.2,0.6,0.1,0.0,0.1,0.30000000000000004,23.7,human_voice,0.1,0.9,read_women
0.2,0.6,0.1,0.0,0.1,0.30000000000000004,23.8,human_voice,0.1,0.9,read_women
0.3,0.4,0.3,0.0,0.0,0.6,23.9,human_voice,0.1,0.9,read_women
0.4,0.4,0.1,0.0,0.1,0.5,24.0,human,0.1,0.9,read_women
0.4,0.5,0.0,0.0,0.1,0.4,24.1,human_voice,0.1,0.9,read_women
0.4,0.5,0.1,0.0,0.0,0.5,24.2,human_voice,0.1,0.9,read_women
0.5,0.4,0.0,0.0,0.1,0.5,24.3,human,0.1,0.9,read_women
0.4,0.3,0.1,0.0,0.2,0.5,24.4,human,0.3,0.7,read_women
0.3,0.4,0.1,0.0,0.2,0.4,24.5,human_voice,0.3,0.7,read_women
0.3,0.3,0.0,0.0,0.4,0.3,24.6,song,0.3,0.7,read_women
0.3,0.3,0.0,0.0,0.4,0.3,24.7,song,0.3,0.7,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,24.8,human_voice,0.3,0.7,read_women
0.3,0.4,0.2,0.0,0.1,0.5,24.9,human_voice,0.3,0.7,read_women
0.3,0.4,0.2,0.0,0.1,0.5,25.0,human_voice,0.3,0.7,read_women
0.3,0.4,0.2,0.0,0.1,0.5,25.1,human_voice,0.3,0.7,read_women
0.4,0.4,0.0,0.0,0.2,0.4,25.2,human,0.3,0.7,read_women
0.3,0.5,0.0,0.0,0.2,0.3,25.3,human_voice,0.3,0.7,read_women
0.2,0.5,0.0,0.0,0.3,0.2,25.4,human_voice,0.2,0.8,read_women
0.1,0.7,0.0,0.0,0.2,0.1,25.5,human_voice,0.4,0.6,read_women
0.2,0.5,0.0,0.0,0.3,0.2,25.6,human_voice,0.4,0.6,read_women
0.1,0.5,0.0,0.0,0.4,0.1,25.7,human_voice,0.4,0.6,read_women
0.1,0.4,0.0,0.0,0.5,0.1,25.8,song,0.4,0.6,read_women
0.2,0.4,0.0,0.0,0.4,0.2,25.9,human_voice,0.5,0.5,read_men
0.3,0.4,0.0,0.0,0.3,0.3,26.0,human_voice,0.5,0.5,read_men
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,26.1,song,0.2,0.8,read_women
0.1,0.5,0.0,0.0,0.4,0.1,26.2,human_voice,0.2,0.8,read_women
0.1,0.5,0.0,0.0,0.4,0.1,26.3,human_voice,0.3,0.7,read_women
0.1,0.6,0.0,0.0,0.3,0.1,26.4,human_voice,0.4,0.6,read_women
0.0,0.6,0.1,0.0,0.3,0.1,26.5,human_voice,0.4,0.6,read_women
0.0,0.7,0.1,0.0,0.2,0.1,26.6,human_voice,0.3,0.7,read_women
0.0,0.8,0.1,0.0,0.1,0.1,26.7,human_voice,0.3,0.7,read_women
0.0,0.7,0.1,0.0,0.2,0.1,26.8,human_voice,0.3,0.7,read_women
0.0,0.7,0.1,0.0,0.2,0.1,26.9,human_voice,0.2,0.8,read_women
0.0,0.9,0.0,0.0,0.1,0.0,27.0,human_voice,0.1,0.9,read_women
0.0,0.8,0.2,0.0,0.0,0.2,27.1,human_voice,0.1,0.9,read_women
0.0,0.9,0.1,0.0,0.0,0.1,27.2,human_voice,0.1,0.9,read_women
0.0,0.8,0.2,0.0,0.0,0.2,27.3,human_voice,0.1,0.9,read_women
0.0,0.8,0.1,0.0,0.1,0.1,27.4,human_voice,0.1,0.9,read_women
0.0,0.8,0.1,0.0,0.1,0.1,27.5,human_voice,0.1,0.9,read_women
0.0,0.8,0.2,0.0,0.0,0.2,27.6,human_voice,0.1,0.9,read_women
0.0,0.9,0.1,0.0,0.0,0.1,27.7,human_voice,0.0,1.0,read_women
0.0,0.9,0.0,0.0,0.1,0.0,27.8,human_voice,0.0,1.0,read_women
0.2,0.6,0.1,0.0,0.1,0.30000000000000004,27.9,human_voice,0.0,1.0,read_women
0.2,0.7,0.1,0.0,0.0,0.30000000000000004,28.0,human_voice,0.0,1.0,read_women
0.3,0.6,0.0,0.0,0.1,0.3,28.1,human_voice,0.0,1.0,read_women
0.1,0.8,0.1,0.0,0.0,0.2,28.2,human_voice,0.0,1.0,read_women
0.2,0.8,0.0,0.0,0.0,0.2,28.3,human_voice,0.0,1.0,read_women
0.4,0.3,0.2,0.0,0.1,0.6000000000000001,28.4,human,0.0,1.0,read_women
0.2,0.3,0.4,0.0,0.1,0.6000000000000001,28.5,life,0.0,1.0,read_women
0.2,0.3,0.4,0.0,0.1,0.6000000000000001,28.6,life,0.1,0.9,read_women
0.3,0.2,0.3,0.0,0.2,0.6,28.7,human,0.1,0.9,read_women
0.2,0.3,0.2,0.0,0.3,0.4,28.8,human_voice,0.1,0.9,read_women
0.3,0.3,0.3,0.0,0.1,0.6,28.9,human,0.1,0.9,read_women
0.2,0.1,0.5,0.0,0.2,0.7,29.0,life,0.1,0.9,read_women
0.6,0.1,0.1,0.0,0.2,0.7,29.1,human,0.0,1.0,read_women
0.6,0.2,0.1,0.0,0.1,0.7,29.2,human,0.1,0.9,read_women
0.5,0.0,0.2,0.0,0.3,0.7,29.3,human,0.0,1.0,read_women
0.3,0.2,0.2,0.0,0.3,0.5,29.4,human,0.1,0.9,read_women
0.4,0.3,0.1,0.0,0.2,0.5,29.5,human,0.1,0.9,read_women
0.3,0.2,0.2,0.0,0.3,0.5,29.6,human,0.2,0.8,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,29.7,song,0.1,0.9,read_women
0.1,0.5,0.4,0.0,0.0,0.5,29.8,human_voice,0.1,0.9,read_women
0.2,0.3,0.4,0.0,0.1,0.6000000000000001,29.9,life,0.2,0.8,read_women
0.3,0.3,0.3,0.0,0.1,0.6,30.0,human,0.1,0.9,read_women
0.5,0.3,0.1,0.0,0.1,0.6,30.1,human,0.4,0.6,read_women
0.3,0.3,0.3,0.0,0.1,0.6,30.2,human,0.4,0.6,read_women
0.4,0.5,0.1,0.0,0.0,0.5,30.3,human_voice,0.3,0.7,read_women
0.6,0.2,0.1,0.0,0.1,0.7,30.4,human,0.2,0.8,read_women
0.5,0.4,0.1,0.0,0.0,0.6,30.5,human,0.2,0.8,read_women
0.4,0.4,0.1,0.0,0.1,0.5,30.6,human,0.1,0.9,read_women
0.4,0.4,0.0,0.0,0.2,0.4,30.7,human,0.1,0.9,read_women
0.4,0.3,0.1,0.0,0.2,0.5,30.8,human,0.1,0.9,read_women
0.4,0.3,0.1,0.0,0.2,0.5,30.9,human,0.2,0.8,read_women
0.5,0.1,0.1,0.1,0.2,0.7,31.0,human,0.1,0.9,read_women
0.7,0.0,0.1,0.0,0.2,0.7999999999999999,31.1,human,0.1,0.9,read_women
0.5,0.2,0.1,0.0,0.2,0.6,31.2,human,0.1,0.9,read_women
0.1,0.7,0.0,0.0,0.2,0.1,31.3,human_voice,0.0,1.0,read_women
0.2,0.6,0.0,0.1,0.1,0.30000000000000004,31.4,human_voice,0.1,0.9,read_women
0.3,0.6,0.0,0.1,0.0,0.4,31.5,human_voice,0.0,1.0,read_women
