human,human_voice,life,nature,song,others,sec,pred_voice,men,women,pred_gender
0.2,0.3,0.2,0.0,0.3,0.4,192.1,human_voice,0.3,0.7,read_women
0.2,0.3,0.0,0.0,0.5,0.2,192.2,song,0.3,0.7,read_women
0.2,0.1,0.0,0.0,0.7,0.2,192.3,song,0.3,0.7,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,192.4,song,0.4,0.6,read_women
0.3,0.2,0.1,0.0,0.4,0.4,192.5,song,0.3,0.7,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,192.6,human_voice,0.3,0.7,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,192.7,song,0.2,0.8,read_women
0.3,0.4,0.1,0.0,0.2,0.4,192.8,human_voice,0.3,0.7,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,192.9,song,0.3,0.7,read_women
0.1,0.2,0.1,0.0,0.6,0.2,193.0,song,0.4,0.6,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,193.1,song,0.4,0.6,read_women
0.0,0.2,0.1,0.0,0.7,0.1,193.2,song,0.3,0.7,read_women
0.1,0.2,0.1,0.0,0.6,0.2,193.3,song,0.4,0.6,read_women
0.3,0.1,0.1,0.0,0.5,0.4,193.4,song,0.4,0.6,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,193.5,song,0.4,0.6,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,193.6,song,0.3,0.7,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,193.7,song,0.3,0.7,read_women
0.3,0.0,0.2,0.0,0.5,0.5,193.8,song,0.2,0.8,read_women
0.3,0.1,0.1,0.0,0.5,0.4,193.9,song,0.2,0.8,read_women
0.2,0.0,0.1,0.0,0.7,0.30000000000000004,194.0,song,0.3,0.7,read_women
0.2,0.0,0.1,0.0,0.7,0.30000000000000004,194.1,song,0.3,0.7,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,194.2,song,0.3,0.7,read_women
0.3,0.0,0.1,0.0,0.6,0.4,194.3,song,0.3,0.7,read_women
0.1,0.0,0.1,0.0,0.8,0.2,194.4,song,0.3,0.7,read_women
0.1,0.0,0.1,0.0,0.8,0.2,194.5,song,0.2,0.8,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,194.6,song,0.3,0.7,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,194.7,song,0.2,0.8,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,194.8,song,0.2,0.8,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,194.9,song,0.1,0.9,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,195.0,song,0.2,0.8,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,195.1,song,0.2,0.8,read_women
0.2,0.0,0.2,0.0,0.6,0.4,195.2,song,0.3,0.7,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,195.3,song,0.3,0.7,read_women
0.1,0.0,0.2,0.0,0.7,0.30000000000000004,195.4,song,0.3,0.7,read_women
0.1,0.3,0.0,0.0,0.6,0.1,195.5,song,0.5,0.5,read_men
0.1,0.3,0.0,0.0,0.6,0.1,195.6,song,0.4,0.6,read_women
0.2,0.1,0.2,0.0,0.5,0.4,195.7,song,0.5,0.5,read_men
0.1,0.2,0.3,0.0,0.4,0.4,195.8,song,0.5,0.5,read_men
0.1,0.1,0.4,0.0,0.4,0.5,195.9,life,0.4,0.6,read_women
0.1,0.1,0.3,0.0,0.5,0.4,196.0,song,0.5,0.5,read_men
0.0,0.3,0.2,0.0,0.5,0.2,196.1,song,0.3,0.7,read_women
0.1,0.2,0.1,0.0,0.6,0.2,196.2,song,0.4,0.6,read_women
0.3,0.2,0.2,0.0,0.3,0.5,196.3,human,0.4,0.6,read_women
0.2,0.3,0.3,0.0,0.2,0.5,196.4,human_voice,0.4,0.6,read_women
0.5,0.1,0.2,0.0,0.2,0.7,196.5,human,0.4,0.6,read_women
0.3,0.2,0.2,0.0,0.3,0.5,196.6,human,0.1,0.9,read_women
0.3,0.1,0.2,0.0,0.4,0.5,196.7,song,0.2,0.8,read_women
0.2,0.3,0.2,0.0,0.3,0.4,196.8,human_voice,0.2,0.8,read_women
0.4,0.3,0.0,0.0,0.3,0.4,196.9,human,0.4,0.6,read_women
0.4,0.2,0.1,0.0,0.3,0.5,197.0,human,0.3,0.7,read_women
0.5,0.4,0.0,0.0,0.1,0.5,197.1,human,0.2,0.8,read_women
0.1,0.2,0.1,0.0,0.6,0.2,197.2,song,0.2,0.8,read_women
0.4,0.4,0.1,0.0,0.1,0.5,197.3,human,0.4,0.6,read_women
0.3,0.3,0.0,0.0,0.4,0.3,197.4,song,0.3,0.7,read_women
0.1,0.6,0.1,0.0,0.2,0.2,197.5,human_voice,0.2,0.8,read_women
0.0,0.6,0.1,0.0,0.3,0.1,197.6,human_voice,0.3,0.7,read_women
0.2,0.4,0.0,0.0,0.4,0.2,197.7,human_voice,0.3,0.7,read_women
0.1,0.6,0.1,0.0,0.2,0.2,197.8,human_voice,0.3,0.7,read_women
0.1,0.4,0.1,0.0,0.4,0.2,197.9,human_voice,0.3,0.7,read_women
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,198.0,song,0.3,0.7,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,198.1,song,0.3,0.7,read_women
0.3,0.3,0.0,0.0,0.4,0.3,198.2,song,0.4,0.6,read_women
0.2,0.3,0.0,0.0,0.5,0.2,198.3,song,0.4,0.6,read_women
0.4,0.1,0.0,0.0,0.5,0.4,198.4,song,0.5,0.5,read_men
0.1,0.4,0.1,0.0,0.4,0.2,198.5,human_voice,0.7,0.3,read_men
0.3,0.2,0.1,0.0,0.4,0.4,198.6,song,0.6,0.4,read_men
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,198.7,song,0.2,0.8,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,198.8,song,0.0,1.0,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,198.9,song,0.0,1.0,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,199.0,song,0.1,0.9,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,199.1,song,0.1,0.9,read_women
0.1,0.2,0.1,0.0,0.6,0.2,199.2,song,0.1,0.9,read_women
0.1,0.2,0.1,0.0,0.6,0.2,199.3,song,0.2,0.8,read_women
0.1,0.1,0.1,0.0,0.7,0.2,199.4,song,0.3,0.7,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,199.5,song,0.2,0.8,read_women
0.3,0.2,0.1,0.0,0.4,0.4,199.6,song,0.5,0.5,read_men
0.3,0.2,0.1,0.0,0.4,0.4,199.7,song,0.4,0.6,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,199.8,human_voice,0.4,0.6,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,199.9,human_voice,0.3,0.7,read_women
0.1,0.4,0.1,0.0,0.4,0.2,200.0,human_voice,0.3,0.7,read_women
0.4,0.1,0.1,0.0,0.4,0.5,200.1,human,0.4,0.6,read_women
0.5,0.1,0.1,0.0,0.3,0.6,200.2,human,0.3,0.7,read_women
0.5,0.1,0.1,0.0,0.3,0.6,200.3,human,0.4,0.6,read_women
0.5,0.2,0.1,0.0,0.2,0.6,200.4,human,0.3,0.7,read_women
0.5,0.3,0.1,0.0,0.1,0.6,200.5,human,0.3,0.7,read_women
0.3,0.6,0.0,0.0,0.1,0.3,200.6,human_voice,0.3,0.7,read_women
0.3,0.5,0.0,0.1,0.1,0.4,200.7,human_voice,0.3,0.7,read_women
0.3,0.5,0.0,0.1,0.1,0.4,200.8,human_voice,0.1,0.9,read_women
0.3,0.4,0.0,0.1,0.2,0.4,200.9,human_voice,0.2,0.8,read_women
0.3,0.4,0.0,0.1,0.2,0.4,201.0,human_voice,0.3,0.7,read_women
0.2,0.4,0.1,0.1,0.2,0.4,201.1,human_voice,0.4,0.6,read_women
0.3,0.2,0.1,0.1,0.3,0.5,201.2,human,0.2,0.8,read_women
0.4,0.3,0.1,0.1,0.1,0.6,201.3,human,0.3,0.7,read_women
0.4,0.2,0.1,0.2,0.1,0.7,201.4,human,0.3,0.7,read_women
0.4,0.2,0.1,0.1,0.2,0.6,201.5,human,0.2,0.8,read_women
0.5,0.1,0.1,0.1,0.2,0.7,201.6,human,0.2,0.8,read_women
0.6,0.1,0.0,0.1,0.2,0.7,201.7,human,0.3,0.7,read_women
0.7,0.0,0.0,0.0,0.3,0.7,201.8,human,0.3,0.7,read_women
0.2,0.2,0.0,0.1,0.5,0.30000000000000004,201.9,song,0.2,0.8,read_women
0.2,0.3,0.0,0.1,0.4,0.30000000000000004,202.0,song,0.5,0.5,read_men
0.1,0.5,0.0,0.0,0.4,0.1,202.1,human_voice,0.5,0.5,read_men
0.1,0.5,0.0,0.0,0.4,0.1,202.2,human_voice,0.5,0.5,read_men
0.1,0.6,0.0,0.0,0.3,0.1,202.3,human_voice,0.3,0.7,read_women
0.1,0.7,0.0,0.0,0.2,0.1,202.4,human_voice,0.2,0.8,read_women
0.2,0.3,0.0,0.0,0.5,0.2,202.5,song,0.1,0.9,read_women
0.3,0.1,0.0,0.0,0.6,0.3,202.6,song,0.1,0.9,read_women
0.5,0.1,0.0,0.0,0.4,0.5,202.7,human,0.1,0.9,read_women
0.5,0.2,0.0,0.0,0.3,0.5,202.8,human,0.1,0.9,read_women
0.6,0.1,0.1,0.0,0.2,0.7,202.9,human,0.3,0.7,read_women
0.7,0.1,0.1,0.0,0.1,0.7999999999999999,203.0,human,0.3,0.7,read_women
0.5,0.1,0.1,0.0,0.3,0.6,203.1,human,0.4,0.6,read_women
0.3,0.2,0.0,0.0,0.5,0.3,203.2,song,0.4,0.6,read_women
0.3,0.3,0.1,0.0,0.3,0.4,203.3,human,0.2,0.8,read_women
0.4,0.4,0.0,0.0,0.2,0.4,203.4,human,0.3,0.7,read_women
0.4,0.4,0.0,0.0,0.2,0.4,203.5,human,0.2,0.8,read_women
0.2,0.5,0.0,0.0,0.3,0.2,203.6,human_voice,0.2,0.8,read_women
0.2,0.6,0.0,0.0,0.2,0.2,203.7,human_voice,0.3,0.7,read_women
0.3,0.6,0.0,0.0,0.1,0.3,203.8,human_voice,0.3,0.7,read_women
0.2,0.7,0.0,0.0,0.1,0.2,203.9,human_voice,0.2,0.8,read_women
0.2,0.5,0.0,0.0,0.3,0.2,204.0,human_voice,0.3,0.7,read_women
0.4,0.4,0.0,0.0,0.2,0.4,204.1,human,0.3,0.7,read_women
0.2,0.4,0.2,0.0,0.2,0.4,204.2,human_voice,0.3,0.7,read_women
0.3,0.2,0.2,0.0,0.3,0.5,204.3,human,0.4,0.6,read_women
0.2,0.0,0.1,0.1,0.6,0.4,204.4,song,0.4,0.6,read_women
0.2,0.1,0.2,0.0,0.5,0.4,204.5,song,0.5,0.5,read_men
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,204.6,song,0.4,0.6,read_women
0.1,0.2,0.3,0.0,0.4,0.4,204.7,song,0.5,0.5,read_men
0.1,0.2,0.1,0.0,0.6,0.2,204.8,song,0.5,0.5,read_men
0.3,0.2,0.1,0.0,0.4,0.4,204.9,song,0.5,0.5,read_men
0.3,0.2,0.1,0.0,0.4,0.4,205.0,song,0.5,0.5,read_men
0.3,0.3,0.1,0.0,0.3,0.4,205.1,human,0.4,0.6,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,205.2,song,0.4,0.6,read_women
0.4,0.0,0.0,0.0,0.6,0.4,205.3,song,0.3,0.7,read_women
0.2,0.1,0.3,0.0,0.4,0.5,205.4,song,0.2,0.8,read_women
0.3,0.2,0.1,0.0,0.4,0.4,205.5,song,0.3,0.7,read_women
0.3,0.1,0.0,0.0,0.6,0.3,205.6,song,0.2,0.8,read_women
0.0,0.1,0.3,0.0,0.6,0.3,205.7,song,0.3,0.7,read_women
0.2,0.0,0.2,0.0,0.6,0.4,205.8,song,0.3,0.7,read_women
0.1,0.3,0.1,0.0,0.5,0.2,205.9,song,0.3,0.7,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,206.0,song,0.3,0.7,read_women
0.2,0.2,0.2,0.0,0.4,0.4,206.1,song,0.3,0.7,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,206.2,song,0.5,0.5,read_men
0.1,0.2,0.1,0.1,0.5,0.30000000000000004,206.3,song,0.5,0.5,read_men
0.1,0.2,0.1,0.1,0.5,0.30000000000000004,206.4,song,0.4,0.6,read_women
0.1,0.2,0.2,0.1,0.4,0.4,206.5,song,0.2,0.8,read_women
0.1,0.2,0.0,0.1,0.6,0.2,206.6,song,0.0,1.0,read_women
0.3,0.1,0.1,0.1,0.4,0.5,206.7,song,0.0,1.0,read_women
0.2,0.5,0.0,0.0,0.3,0.2,206.8,human_voice,0.0,1.0,read_women
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,206.9,human_voice,0.0,1.0,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,207.0,song,0.0,1.0,read_women
0.1,0.4,0.0,0.0,0.5,0.1,207.1,song,0.0,1.0,read_women
0.0,0.4,0.0,0.0,0.6,0.0,207.2,song,0.0,1.0,read_women
0.0,0.5,0.0,0.0,0.5,0.0,207.3,human_voice,0.0,1.0,read_women
0.1,0.5,0.0,0.0,0.4,0.1,207.4,human_voice,0.0,1.0,read_women
0.0,0.6,0.0,0.0,0.4,0.0,207.5,human_voice,0.0,1.0,read_women
0.0,0.7,0.0,0.0,0.3,0.0,207.6,human_voice,0.0,1.0,read_women
0.0,0.8,0.0,0.0,0.2,0.0,207.7,human_voice,0.0,1.0,read_women
0.0,0.7,0.1,0.0,0.2,0.1,207.8,human_voice,0.1,0.9,read_women
0.1,0.4,0.1,0.0,0.4,0.2,207.9,human_voice,0.0,1.0,read_women
0.2,0.5,0.0,0.0,0.3,0.2,208.0,human_voice,0.2,0.8,read_women
0.3,0.4,0.2,0.0,0.1,0.5,208.1,human_voice,0.1,0.9,read_women
0.2,0.5,0.1,0.0,0.2,0.30000000000000004,208.2,human_voice,0.1,0.9,read_women
0.1,0.5,0.2,0.0,0.2,0.30000000000000004,208.3,human_voice,0.2,0.8,read_women
0.2,0.4,0.2,0.0,0.2,0.4,208.4,human_voice,0.4,0.6,read_women
0.3,0.2,0.2,0.0,0.3,0.5,208.5,human,0.4,0.6,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,208.6,human,0.5,0.5,read_men
0.2,0.4,0.1,0.0,0.3,0.30000000000000004,208.7,human_voice,0.6,0.4,read_men
0.2,0.6,0.0,0.0,0.2,0.2,208.8,human_voice,0.5,0.5,read_men
0.2,0.6,0.0,0.0,0.2,0.2,208.9,human_voice,0.6,0.4,read_men
0.2,0.6,0.0,0.0,0.2,0.2,209.0,human_voice,0.4,0.6,read_women
0.2,0.6,0.1,0.0,0.1,0.30000000000000004,209.1,human_voice,0.3,0.7,read_women
0.2,0.6,0.1,0.0,0.1,0.30000000000000004,209.2,human_voice,0.3,0.7,read_women
0.2,0.6,0.1,0.0,0.1,0.30000000000000004,209.3,human_voice,0.4,0.6,read_women
0.2,0.5,0.2,0.0,0.1,0.4,209.4,human_voice,0.2,0.8,read_women
0.2,0.5,0.2,0.0,0.1,0.4,209.5,human_voice,0.2,0.8,read_women
0.0,0.7,0.1,0.1,0.1,0.2,209.6,human_voice,0.1,0.9,read_women
0.1,0.7,0.1,0.0,0.1,0.2,209.7,human_voice,0.2,0.8,read_women
0.0,0.7,0.0,0.0,0.3,0.0,209.8,human_voice,0.4,0.6,read_women
0.0,0.7,0.1,0.1,0.1,0.2,209.9,human_voice,0.3,0.7,read_women
0.1,0.6,0.0,0.0,0.3,0.1,210.0,human_voice,0.1,0.9,read_women
0.1,0.5,0.0,0.1,0.3,0.2,210.1,human_voice,0.0,1.0,read_women
0.2,0.5,0.0,0.0,0.3,0.2,210.2,human_voice,0.1,0.9,read_women
0.1,0.4,0.0,0.0,0.5,0.1,210.3,song,0.1,0.9,read_women
0.2,0.5,0.0,0.1,0.2,0.30000000000000004,210.4,human_voice,0.1,0.9,read_women
0.2,0.4,0.0,0.1,0.3,0.30000000000000004,210.5,human_voice,0.1,0.9,read_women
0.2,0.4,0.0,0.1,0.3,0.30000000000000004,210.6,human_voice,0.4,0.6,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,210.7,song,0.4,0.6,read_women
0.2,0.3,0.2,0.0,0.3,0.4,210.8,human_voice,0.4,0.6,read_women
0.2,0.2,0.3,0.0,0.3,0.5,210.9,life,0.5,0.5,read_men
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,211.0,song,0.4,0.6,read_women
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,211.1,song,0.3,0.7,read_women
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,211.2,song,0.3,0.7,read_women
0.1,0.3,0.1,0.0,0.5,0.2,211.3,song,0.3,0.7,read_women
0.3,0.2,0.0,0.1,0.4,0.4,211.4,song,0.4,0.6,read_women
0.2,0.2,0.0,0.0,0.6,0.2,211.5,song,0.4,0.6,read_women
0.3,0.2,0.0,0.2,0.3,0.5,211.6,human,0.4,0.6,read_women
0.2,0.2,0.0,0.0,0.6,0.2,211.7,song,0.4,0.6,read_women
0.3,0.3,0.0,0.0,0.4,0.3,211.8,song,0.4,0.6,read_women
0.3,0.1,0.0,0.2,0.4,0.5,211.9,song,0.4,0.6,read_women
0.3,0.1,0.0,0.0,0.6,0.3,212.0,song,0.4,0.6,read_women
0.3,0.1,0.0,0.0,0.6,0.3,212.1,song,0.4,0.6,read_women
0.3,0.3,0.0,0.0,0.4,0.3,212.2,song,0.4,0.6,read_women
0.3,0.3,0.0,0.1,0.3,0.4,212.3,human,0.5,0.5,read_men
0.2,0.3,0.0,0.2,0.3,0.4,212.4,human_voice,0.4,0.6,read_women
0.3,0.3,0.0,0.0,0.4,0.3,212.5,song,0.4,0.6,read_women
0.3,0.2,0.1,0.1,0.3,0.5,212.6,human,0.5,0.5,read_men
0.4,0.2,0.0,0.1,0.3,0.5,212.7,human,0.5,0.5,read_men
0.4,0.3,0.0,0.1,0.2,0.5,212.8,human,0.6,0.4,read_men
0.2,0.2,0.0,0.2,0.4,0.4,212.9,song,0.6,0.4,read_men
0.2,0.3,0.0,0.1,0.4,0.30000000000000004,213.0,song,0.6,0.4,read_men
0.1,0.2,0.0,0.1,0.6,0.2,213.1,song,0.6,0.4,read_men
0.2,0.3,0.0,0.1,0.4,0.30000000000000004,213.2,song,0.6,0.4,read_men
0.2,0.3,0.0,0.1,0.4,0.30000000000000004,213.3,song,0.6,0.4,read_men
0.2,0.3,0.0,0.1,0.4,0.30000000000000004,213.4,song,0.6,0.4,read_men
0.1,0.3,0.1,0.1,0.4,0.30000000000000004,213.5,song,0.4,0.6,read_women
0.1,0.3,0.1,0.1,0.4,0.30000000000000004,213.6,song,0.4,0.6,read_women
0.1,0.3,0.1,0.1,0.4,0.30000000000000004,213.7,song,0.4,0.6,read_women
0.1,0.2,0.1,0.1,0.5,0.30000000000000004,213.8,song,0.4,0.6,read_women
0.1,0.2,0.1,0.0,0.6,0.2,213.9,song,0.4,0.6,read_women
0.1,0.3,0.1,0.1,0.4,0.30000000000000004,214.0,song,0.4,0.6,read_women
0.1,0.5,0.0,0.0,0.4,0.1,214.1,human_voice,0.4,0.6,read_women
0.1,0.2,0.1,0.0,0.6,0.2,214.2,song,0.4,0.6,read_women
0.1,0.2,0.0,0.0,0.7,0.1,214.3,song,0.3,0.7,read_women
0.3,0.1,0.2,0.0,0.4,0.5,214.4,song,0.3,0.7,read_women
0.2,0.2,0.2,0.0,0.4,0.4,214.5,song,0.3,0.7,read_women
0.2,0.3,0.2,0.0,0.3,0.4,214.6,human_voice,0.3,0.7,read_women
0.3,0.2,0.1,0.0,0.4,0.4,214.7,song,0.3,0.7,read_women
0.4,0.1,0.0,0.0,0.5,0.4,214.8,song,0.0,1.0,read_women
0.3,0.2,0.1,0.0,0.4,0.4,214.9,song,0.0,1.0,read_women
0.3,0.2,0.1,0.0,0.4,0.4,215.0,song,0.1,0.9,read_women
0.4,0.2,0.0,0.0,0.4,0.4,215.1,human,0.1,0.9,read_women
0.4,0.1,0.0,0.1,0.4,0.5,215.2,human,0.1,0.9,read_women
0.5,0.1,0.0,0.1,0.3,0.6,215.3,human,0.1,0.9,read_women
0.5,0.2,0.0,0.1,0.2,0.6,215.4,human,0.1,0.9,read_women
0.4,0.1,0.1,0.1,0.3,0.6,215.5,human,0.1,0.9,read_women
0.5,0.2,0.1,0.1,0.1,0.7,215.6,human,0.2,0.8,read_women
0.4,0.4,0.1,0.0,0.1,0.5,215.7,human,0.2,0.8,read_women
0.6,0.2,0.1,0.0,0.1,0.7,215.8,human,0.2,0.8,read_women
0.7,0.1,0.0,0.0,0.2,0.7,215.9,human,0.1,0.9,read_women
0.4,0.1,0.0,0.0,0.5,0.4,216.0,song,0.1,0.9,read_women
0.3,0.2,0.0,0.0,0.5,0.3,216.1,song,0.1,0.9,read_women
0.3,0.2,0.1,0.0,0.4,0.4,216.2,song,0.2,0.8,read_women
0.4,0.1,0.0,0.0,0.5,0.4,216.3,song,0.2,0.8,read_women
0.4,0.2,0.1,0.0,0.3,0.5,216.4,human,0.2,0.8,read_women
0.4,0.3,0.1,0.0,0.2,0.5,216.5,human,0.3,0.7,read_women
0.4,0.3,0.1,0.1,0.1,0.6,216.6,human,0.3,0.7,read_women
0.3,0.2,0.1,0.0,0.4,0.4,216.7,song,0.3,0.7,read_women
0.3,0.2,0.0,0.0,0.5,0.3,216.8,song,0.2,0.8,read_women
0.1,0.2,0.0,0.0,0.7,0.1,216.9,song,0.4,0.6,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,217.0,song,0.4,0.6,read_women
0.2,0.1,0.2,0.0,0.5,0.4,217.1,song,0.3,0.7,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,217.2,song,0.2,0.8,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,217.3,song,0.2,0.8,read_women
0.1,0.2,0.0,0.0,0.7,0.1,217.4,song,0.4,0.6,read_women
0.2,0.3,0.0,0.0,0.5,0.2,217.5,song,0.4,0.6,read_women
0.1,0.2,0.2,0.0,0.5,0.30000000000000004,217.6,song,0.4,0.6,read_women
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,217.7,song,0.4,0.6,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,217.8,song,0.2,0.8,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,217.9,song,0.4,0.6,read_women
0.1,0.3,0.1,0.0,0.5,0.2,218.0,song,0.4,0.6,read_women
0.1,0.3,0.1,0.0,0.5,0.2,218.1,song,0.4,0.6,read_women
0.1,0.2,0.1,0.0,0.6,0.2,218.2,song,0.4,0.6,read_women
0.0,0.3,0.1,0.0,0.6,0.1,218.3,song,0.4,0.6,read_women
0.1,0.3,0.1,0.0,0.5,0.2,218.4,song,0.3,0.7,read_women
0.1,0.2,0.1,0.0,0.6,0.2,218.5,song,0.5,0.5,read_men
0.0,0.3,0.2,0.0,0.5,0.2,218.6,song,0.5,0.5,read_men
0.1,0.2,0.2,0.0,0.5,0.30000000000000004,218.7,song,0.4,0.6,read_women
0.1,0.3,0.1,0.0,0.5,0.2,218.8,song,0.5,0.5,read_men
0.0,0.3,0.1,0.0,0.6,0.1,218.9,song,0.5,0.5,read_men
0.2,0.3,0.0,0.0,0.5,0.2,219.0,song,0.5,0.5,read_men
0.2,0.3,0.0,0.0,0.5,0.2,219.1,song,0.6,0.4,read_men
0.2,0.3,0.0,0.0,0.5,0.2,219.2,song,0.5,0.5,read_men
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,219.3,song,0.5,0.5,read_men
0.3,0.2,0.1,0.0,0.4,0.4,219.4,song,0.6,0.4,read_men
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,219.5,song,0.5,0.5,read_men
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,219.6,song,0.6,0.4,read_men
0.3,0.3,0.1,0.0,0.3,0.4,219.7,human,0.5,0.5,read_men
0.3,0.2,0.1,0.0,0.4,0.4,219.8,song,0.5,0.5,read_men
0.4,0.1,0.1,0.0,0.4,0.5,219.9,human,0.6,0.4,read_men
0.4,0.2,0.1,0.0,0.3,0.5,220.0,human,0.5,0.5,read_men
0.4,0.2,0.1,0.0,0.3,0.5,220.1,human,0.4,0.6,read_women
0.4,0.1,0.2,0.0,0.3,0.6000000000000001,220.2,human,0.4,0.6,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,220.3,song,0.6,0.4,read_men
0.1,0.2,0.2,0.0,0.5,0.30000000000000004,220.4,song,0.5,0.5,read_men
0.1,0.3,0.2,0.0,0.4,0.30000000000000004,220.5,song,0.5,0.5,read_men
0.2,0.3,0.1,0.0,0.4,0.30000000000000004,220.6,song,0.4,0.6,read_women
0.2,0.2,0.1,0.0,0.5,0.30000000000000004,220.7,song,0.5,0.5,read_men
0.3,0.4,0.1,0.0,0.2,0.4,220.8,human_voice,0.2,0.8,read_women
0.3,0.2,0.1,0.0,0.4,0.4,220.9,song,0.3,0.7,read_women
0.3,0.4,0.1,0.0,0.2,0.4,221.0,human_voice,0.4,0.6,read_women
0.2,0.2,0.2,0.1,0.3,0.5,221.1,song,0.4,0.6,read_women
0.3,0.2,0.2,0.1,0.2,0.6,221.2,human,0.4,0.6,read_women
0.3,0.1,0.1,0.1,0.4,0.5,221.3,song,0.5,0.5,read_men
0.2,0.0,0.2,0.0,0.6,0.4,221.4,song,0.3,0.7,read_women
0.2,0.0,0.1,0.2,0.5,0.5,221.5,song,0.3,0.7,read_women
0.2,0.1,0.1,0.1,0.5,0.4,221.6,song,0.3,0.7,read_women
0.3,0.0,0.1,0.2,0.4,0.6000000000000001,221.7,song,0.3,0.7,read_women
0.4,0.3,0.0,0.2,0.1,0.6000000000000001,221.8,human,0.4,0.6,read_women
0.4,0.2,0.1,0.1,0.2,0.6,221.9,human,0.4,0.6,read_women
0.4,0.2,0.1,0.1,0.2,0.6,222.0,human,0.4,0.6,read_women
0.4,0.2,0.1,0.0,0.3,0.5,222.1,human,0.4,0.6,read_women
0.3,0.1,0.2,0.0,0.4,0.5,222.2,song,0.1,0.9,read_women
0.5,0.2,0.1,0.0,0.2,0.6,222.3,human,0.3,0.7,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,222.4,song,0.0,1.0,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,222.5,song,0.0,1.0,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,222.6,song,0.1,0.9,read_women
0.2,0.1,0.2,0.0,0.5,0.4,222.7,song,0.0,1.0,read_women
0.3,0.3,0.1,0.0,0.3,0.4,222.8,human,0.0,1.0,read_women
0.2,0.3,0.2,0.1,0.2,0.5,222.9,human_voice,0.0,1.0,read_women
0.3,0.3,0.1,0.0,0.3,0.4,223.0,human,0.0,1.0,read_women
0.2,0.1,0.1,0.0,0.6,0.30000000000000004,223.1,song,0.1,0.9,read_women
0.2,0.3,0.2,0.0,0.3,0.4,223.2,human_voice,0.2,0.8,read_women
0.1,0.3,0.3,0.1,0.2,0.5,223.3,human_voice,0.2,0.8,read_women
0.2,0.3,0.3,0.0,0.2,0.5,223.4,human_voice,0.2,0.8,read_women
0.2,0.3,0.2,0.0,0.3,0.4,223.5,human_voice,0.2,0.8,read_women
0.2,0.4,0.2,0.0,0.2,0.4,223.6,human_voice,0.2,0.8,read_women
